Expression ,Value,time (s),/Bin<0> (V),/Ain<0> (V),/Bin<1> (V),/Ain<1> (V),,
 , ,1.86E-08,0,1.8,1.8,0,,
 , ,1.86E-08,0,1.8,1.8,0,,
 , ,1.86E-08,0,1.8,1.8,0,,
 , ,1.87E-08,0,1.8,1.8,0,,
 , ,1.87E-08,0,1.8,1.8,0,,
 , ,1.87E-08,0,1.8,1.8,0,,
 , ,1.87E-08,0,1.8,1.8,0,,
 , ,1.87E-08,0,1.8,1.8,0,,
 , ,1.87E-08,0,1.8,1.8,0,,
 , ,1.87E-08,0,1.8,1.8,0,,
 , ,1.88E-08,0,1.8,1.8,0,,
 , ,1.88E-08,0,1.8,1.8,0,,
 , ,1.88E-08,0,1.8,1.8,0,,
 , ,1.88E-08,0,1.8,1.8,0,,
 , ,1.88E-08,0,1.8,1.8,0,,
 , ,1.88E-08,0,1.8,1.8,0,,
 , ,1.88E-08,0,1.8,1.8,0,,
 , ,1.89E-08,0,1.8,1.8,0,,
 , ,1.89E-08,0,1.8,1.8,0,,
 , ,1.89E-08,0,1.8,1.8,0,,
 , ,1.90E-08,0,1.8,1.8,0,,
 , ,1.90E-08,0,1.8,1.8,0,,
 , ,1.91E-08,0,1.8,1.8,0,,
 , ,1.92E-08,0,1.8,1.8,0,,
 , ,1.92E-08,0,1.8,1.8,0,,
 , ,1.93E-08,0,1.8,1.8,0,,
 , ,1.93E-08,0,1.8,1.8,0,,
 , ,1.95E-08,0,1.8,1.8,0,,
 , ,1.96E-08,0,1.8,1.8,0,,
 , ,1.97E-08,0,1.8,1.8,0,,
 , ,1.98E-08,0,1.8,1.8,0,,
 , ,1.99E-08,0,1.8,1.8,0,,
 , ,2.00E-08,0,1.8,1.8,0,,
 , ,2.00E-08,1.30E-01,1.8,1.8,1.30E-01,,
 , ,2.00E-08,3.35E-01,1.8,1.8,3.35E-01,,
 , ,2.00E-08,4.84E-01,1.8,1.8,4.84E-01,,
 , ,2.00E-08,5.74E-01,1.8,1.8,5.74E-01,,
 , ,2.00E-08,7.07E-01,1.8,1.8,7.07E-01,,
 , ,2.00E-08,8.03E-01,1.8,1.8,8.03E-01,,
 , ,2.01E-08,8.79E-01,1.8,1.8,8.79E-01,,
 , ,2.01E-08,9.66E-01,1.8,1.8,9.66E-01,,
 , ,2.01E-08,1.041,1.8,1.8,1.041,,
 , ,2.01E-08,1.149,1.8,1.8,1.149,,
 , ,2.01E-08,1.26,1.8,1.8,1.26,,
 , ,2.01E-08,1.389,1.8,1.8,1.389,,
 , ,2.01E-08,1.562,1.8,1.8,1.562,,
 , ,2.01E-08,1.681,1.8,1.8,1.681,,
 , ,2.01E-08,1.8,1.8,1.8,1.8,,
 , ,2.01E-08,1.8,1.758,1.758,1.8,,
 , ,2.01E-08,1.8,1.697,1.697,1.8,,
 , ,2.01E-08,1.8,1.641,1.641,1.8,,
 , ,2.01E-08,1.8,1.561,1.561,1.8,,
 , ,2.01E-08,1.8,1.463,1.463,1.8,,
 , ,2.01E-08,1.8,1.349,1.349,1.8,,
 , ,2.01E-08,1.8,1.239,1.239,1.8,,
 , ,2.01E-08,1.8,1.118,1.118,1.8,,
 , ,2.02E-08,1.8,9.86E-01,9.86E-01,1.8,,
 , ,2.02E-08,1.8,8.17E-01,8.17E-01,1.8,,
 , ,2.02E-08,1.8,6.10E-01,6.10E-01,1.8,,
 , ,2.02E-08,1.8,4.29E-01,4.29E-01,1.8,,
 , ,2.02E-08,1.8,2.49E-01,2.49E-01,1.8,,
 , ,2.02E-08,1.8,1.24E-01,1.24E-01,1.8,,
 , ,2.02E-08,1.8,0,0,1.8,,
 , ,2.02E-08,1.8,0,0,1.8,,
 , ,2.02E-08,1.8,0,0,1.8,,
 , ,2.02E-08,1.8,0,0,1.8,,
 , ,2.02E-08,1.8,0,0,1.8,,
 , ,2.02E-08,1.8,0,0,1.8,,
 , ,2.02E-08,1.8,0,0,1.8,,
 , ,2.02E-08,1.8,0,0,1.8,,
 , ,2.02E-08,1.8,0,0,1.8,,
 , ,2.02E-08,1.8,0,0,1.8,,
 , ,2.02E-08,1.8,0,0,1.8,,
 , ,2.02E-08,1.8,0,0,1.8,,
 , ,2.02E-08,1.8,0,0,1.8,,
 , ,2.02E-08,1.8,0,0,1.8,,
 , ,2.03E-08,1.8,0,0,1.8,,
 , ,2.03E-08,1.8,0,0,1.8,,
 , ,2.03E-08,1.8,0,0,1.8,,
 , ,2.03E-08,1.8,0,0,1.8,,
 , ,2.03E-08,1.8,0,0,1.8,,
 , ,2.03E-08,1.8,0,0,1.8,,
 , ,2.03E-08,1.8,0,0,1.8,,
 , ,2.04E-08,1.8,0,0,1.8,,
 , ,2.04E-08,1.8,0,0,1.8,,
 , ,2.04E-08,1.8,0,0,1.8,,
 , ,2.04E-08,1.8,0,0,1.8,,
 , ,2.04E-08,1.8,0,0,1.8,,
 , ,2.04E-08,1.8,0,0,1.8,,
 , ,2.04E-08,1.8,0,0,1.8,,
 , ,2.04E-08,1.8,0,0,1.8,,
 , ,2.04E-08,1.8,0,0,1.8,,
 , ,2.04E-08,1.8,0,0,1.8,,
 , ,2.04E-08,1.8,0,0,1.8,,
 , ,2.05E-08,1.8,0,0,1.8,,
 , ,2.05E-08,1.8,0,0,1.8,,
 , ,2.05E-08,1.8,0,0,1.8,,
 , ,2.05E-08,1.8,0,0,1.8,,
 , ,2.05E-08,1.8,0,0,1.8,,
 , ,2.05E-08,1.8,0,0,1.8,,
 , ,2.05E-08,1.8,0,0,1.8,,
 , ,2.05E-08,1.8,0,0,1.8,,
 , ,2.05E-08,1.8,0,0,1.8,,
 , ,2.06E-08,1.8,0,0,1.8,,
 , ,2.06E-08,1.8,0,0,1.8,,
 , ,2.06E-08,1.8,0,0,1.8,,
 , ,2.06E-08,1.8,0,0,1.8,,
 , ,2.06E-08,1.8,0,0,1.8,,
 , ,2.06E-08,1.8,0,0,1.8,,
 , ,2.06E-08,1.8,0,0,1.8,,
 , ,2.06E-08,1.8,0,0,1.8,,
 , ,2.06E-08,1.8,0,0,1.8,,
 , ,2.06E-08,1.8,0,0,1.8,,
 , ,2.06E-08,1.8,0,0,1.8,,
 , ,2.07E-08,1.8,0,0,1.8,,
 , ,2.07E-08,1.8,0,0,1.8,,
 , ,2.07E-08,1.8,0,0,1.8,,
 , ,2.07E-08,1.8,0,0,1.8,,
 , ,2.07E-08,1.8,0,0,1.8,,
 , ,2.07E-08,1.8,0,0,1.8,,
 , ,2.07E-08,1.8,0,0,1.8,,
 , ,2.07E-08,1.8,0,0,1.8,,
 , ,2.07E-08,1.8,0,0,1.8,,
 , ,2.08E-08,1.8,0,0,1.8,,
 , ,2.08E-08,1.8,0,0,1.8,,
 , ,2.08E-08,1.8,0,0,1.8,,
 , ,2.08E-08,1.8,0,0,1.8,,
 , ,2.08E-08,1.8,0,0,1.8,,
 , ,2.08E-08,1.8,0,0,1.8,,
 , ,2.08E-08,1.8,0,0,1.8,,
 , ,2.09E-08,1.8,0,0,1.8,,
 , ,2.09E-08,1.8,0,0,1.8,,
 , ,2.09E-08,1.8,0,0,1.8,,
 , ,2.09E-08,1.8,0,0,1.8,,
 , ,2.09E-08,1.8,0,0,1.8,,
 , ,2.09E-08,1.8,0,0,1.8,,
 , ,2.09E-08,1.8,0,0,1.8,,
 , ,2.09E-08,1.8,0,0,1.8,,
 , ,2.09E-08,1.8,0,0,1.8,,
 , ,2.09E-08,1.8,0,0,1.8,,
 , ,2.10E-08,1.8,0,0,1.8,,
 , ,2.10E-08,1.8,0,0,1.8,,
 , ,2.10E-08,1.8,0,0,1.8,,
 , ,2.10E-08,1.8,0,0,1.8,,
 , ,2.11E-08,1.8,0,0,1.8,,
 , ,2.11E-08,1.8,0,0,1.8,,
 , ,2.12E-08,1.8,0,0,1.8,,
 , ,2.13E-08,1.8,0,0,1.8,,
 , ,2.14E-08,1.8,0,0,1.8,,
 , ,2.15E-08,1.8,0,0,1.8,,
 , ,2.15E-08,1.8,0,0,1.8,,
 , ,2.17E-08,1.8,0,0,1.8,,
 , ,2.17E-08,1.8,0,0,1.8,,
 , ,2.19E-08,1.8,0,0,1.8,,
 , ,2.19E-08,1.8,0,0,1.8,,
 , ,2.20E-08,1.8,0,0,1.8,,
 , ,2.20E-08,1.8,1.10E-01,1.10E-01,1.8,,
 , ,2.20E-08,1.8,2.93E-01,2.93E-01,1.8,,
 , ,2.20E-08,1.8,5.10E-01,5.10E-01,1.8,,
 , ,2.20E-08,1.8,6.12E-01,6.12E-01,1.8,,
 , ,2.20E-08,1.8,7.50E-01,7.50E-01,1.8,,
 , ,2.21E-08,1.8,8.50E-01,8.50E-01,1.8,,
 , ,2.21E-08,1.8,9.14E-01,9.14E-01,1.8,,
 , ,2.21E-08,1.8,9.92E-01,9.92E-01,1.8,,
 , ,2.21E-08,1.8,1.075,1.075,1.8,,
 , ,2.21E-08,1.8,1.222,1.222,1.8,,
 , ,2.21E-08,1.8,1.335,1.335,1.8,,
 , ,2.21E-08,1.8,1.491,1.491,1.8,,
 , ,2.21E-08,1.8,1.646,1.646,1.8,,
 , ,2.21E-08,1.8,1.8,1.8,1.8,,
 , ,2.21E-08,1.754,1.8,1.8,1.754,,
 , ,2.21E-08,1.683,1.8,1.8,1.683,,
 , ,2.21E-08,1.618,1.8,1.8,1.618,,
 , ,2.21E-08,1.534,1.8,1.8,1.534,,
 , ,2.21E-08,1.429,1.8,1.8,1.429,,
 , ,2.21E-08,1.319,1.8,1.8,1.319,,
 , ,2.21E-08,1.208,1.8,1.8,1.208,,
 , ,2.21E-08,1.082,1.8,1.8,1.082,,
 , ,2.22E-08,9.43E-01,1.8,1.8,9.43E-01,,
 , ,2.22E-08,7.74E-01,1.8,1.8,7.74E-01,,
 , ,2.22E-08,5.76E-01,1.8,1.8,5.76E-01,,
 , ,2.22E-08,3.85E-01,1.8,1.8,3.85E-01,,
 , ,2.22E-08,1.95E-01,1.8,1.8,1.95E-01,,
 , ,2.22E-08,9.77E-02,1.8,1.8,9.77E-02,,
 , ,2.22E-08,0,1.8,1.8,0,,
 , ,2.22E-08,0,1.8,1.8,0,,
 , ,2.22E-08,0,1.8,1.8,0,,
 , ,2.22E-08,0,1.8,1.8,0,,
 , ,2.22E-08,0,1.8,1.8,0,,
 , ,2.22E-08,0,1.8,1.8,0,,
 , ,2.22E-08,0,1.8,1.8,0,,
 , ,2.22E-08,0,1.8,1.8,0,,
 , ,2.22E-08,0,1.8,1.8,0,,
 , ,2.22E-08,0,1.8,1.8,0,,
 , ,2.22E-08,0,1.8,1.8,0,,
 , ,2.23E-08,0,1.8,1.8,0,,
 , ,2.23E-08,0,1.8,1.8,0,,
 , ,2.23E-08,0,1.8,1.8,0,,
 , ,2.23E-08,0,1.8,1.8,0,,
 , ,2.23E-08,0,1.8,1.8,0,,
 , ,2.23E-08,0,1.8,1.8,0,,
 , ,2.23E-08,0,1.8,1.8,0,,
 , ,2.23E-08,0,1.8,1.8,0,,
 , ,2.23E-08,0,1.8,1.8,0,,
 , ,2.23E-08,0,1.8,1.8,0,,
 , ,2.23E-08,0,1.8,1.8,0,,
 , ,2.24E-08,0,1.8,1.8,0,,
 , ,2.24E-08,0,1.8,1.8,0,,
 , ,2.24E-08,0,1.8,1.8,0,,
 , ,2.24E-08,0,1.8,1.8,0,,
 , ,2.24E-08,0,1.8,1.8,0,,
 , ,2.24E-08,0,1.8,1.8,0,,
 , ,2.25E-08,0,1.8,1.8,0,,
 , ,2.25E-08,0,1.8,1.8,0,,
 , ,2.25E-08,0,1.8,1.8,0,,
 , ,2.25E-08,0,1.8,1.8,0,,
 , ,2.25E-08,0,1.8,1.8,0,,
 , ,2.25E-08,0,1.8,1.8,0,,
 , ,2.25E-08,0,1.8,1.8,0,,
 , ,2.25E-08,0,1.8,1.8,0,,
 , ,2.26E-08,0,1.8,1.8,0,,
 , ,2.26E-08,0,1.8,1.8,0,,
 , ,2.26E-08,0,1.8,1.8,0,,
 , ,2.26E-08,0,1.8,1.8,0,,
 , ,2.26E-08,0,1.8,1.8,0,,
 , ,2.26E-08,0,1.8,1.8,0,,
 , ,2.26E-08,0,1.8,1.8,0,,
 , ,2.27E-08,0,1.8,1.8,0,,
 , ,2.27E-08,0,1.8,1.8,0,,
 , ,2.27E-08,0,1.8,1.8,0,,
 , ,2.27E-08,0,1.8,1.8,0,,
 , ,2.27E-08,0,1.8,1.8,0,,
 , ,2.27E-08,0,1.8,1.8,0,,
 , ,2.27E-08,0,1.8,1.8,0,,
 , ,2.27E-08,0,1.8,1.8,0,,
 , ,2.28E-08,0,1.8,1.8,0,,
 , ,2.28E-08,0,1.8,1.8,0,,
 , ,2.28E-08,0,1.8,1.8,0,,
 , ,2.28E-08,0,1.8,1.8,0,,
 , ,2.28E-08,0,1.8,1.8,0,,
 , ,2.28E-08,0,1.8,1.8,0,,
 , ,2.28E-08,0,1.8,1.8,0,,
 , ,2.29E-08,0,1.8,1.8,0,,
 , ,2.29E-08,0,1.8,1.8,0,,
 , ,2.29E-08,0,1.8,1.8,0,,
 , ,2.30E-08,0,1.8,1.8,0,,
 , ,2.31E-08,0,1.8,1.8,0,,
 , ,2.31E-08,0,1.8,1.8,0,,
 , ,2.32E-08,0,1.8,1.8,0,,
 , ,2.32E-08,0,1.8,1.8,0,,
 , ,2.33E-08,0,1.8,1.8,0,,
 , ,2.34E-08,0,1.8,1.8,0,,
 , ,2.35E-08,0,1.8,1.8,0,,
 , ,2.36E-08,0,1.8,1.8,0,,
 , ,2.37E-08,0,1.8,1.8,0,,
 , ,2.39E-08,0,1.8,1.8,0,,
 , ,2.40E-08,0,1.8,1.8,0,,
 , ,2.40E-08,1.46E-01,1.8,1.8,1.46E-01,,
 , ,2.40E-08,3.67E-01,1.8,1.8,3.67E-01,,
 , ,2.40E-08,4.80E-01,1.8,1.8,4.80E-01,,
 , ,2.40E-08,5.71E-01,1.8,1.8,5.71E-01,,
 , ,2.40E-08,6.94E-01,1.8,1.8,6.94E-01,,
 , ,2.40E-08,7.89E-01,1.8,1.8,7.89E-01,,
 , ,2.41E-08,8.74E-01,1.8,1.8,8.74E-01,,
 , ,2.41E-08,9.68E-01,1.8,1.8,9.68E-01,,
 , ,2.41E-08,1.043,1.8,1.8,1.043,,
 , ,2.41E-08,1.147,1.8,1.8,1.147,,
 , ,2.41E-08,1.258,1.8,1.8,1.258,,
 , ,2.41E-08,1.386,1.8,1.8,1.386,,
 , ,2.41E-08,1.558,1.8,1.8,1.558,,
 , ,2.41E-08,1.679,1.8,1.8,1.679,,
 , ,2.41E-08,1.8,1.8,1.8,1.8,,
 , ,2.41E-08,1.8,1.758,1.758,1.8,,
 , ,2.41E-08,1.8,1.696,1.696,1.8,,
 , ,2.41E-08,1.8,1.639,1.639,1.8,,
 , ,2.41E-08,1.8,1.559,1.559,1.8,,
 , ,2.41E-08,1.8,1.461,1.461,1.8,,
 , ,2.41E-08,1.8,1.347,1.347,1.8,,
 , ,2.41E-08,1.8,1.238,1.238,1.8,,
 , ,2.41E-08,1.8,1.117,1.117,1.8,,
 , ,2.42E-08,1.8,9.84E-01,9.84E-01,1.8,,
 , ,2.42E-08,1.8,8.15E-01,8.15E-01,1.8,,
 , ,2.42E-08,1.8,6.07E-01,6.07E-01,1.8,,
 , ,2.42E-08,1.8,4.28E-01,4.28E-01,1.8,,
 , ,2.42E-08,1.8,2.47E-01,2.47E-01,1.8,,
 , ,2.42E-08,1.8,1.24E-01,1.24E-01,1.8,,
 , ,2.42E-08,1.8,0,0,1.8,,
 , ,2.42E-08,1.8,0,0,1.8,,
 , ,2.42E-08,1.8,0,0,1.8,,
 , ,2.42E-08,1.8,0,0,1.8,,
 , ,2.42E-08,1.8,0,0,1.8,,
 , ,2.42E-08,1.8,0,0,1.8,,
 , ,2.42E-08,1.8,0,0,1.8,,
 , ,2.42E-08,1.8,0,0,1.8,,
 , ,2.42E-08,1.8,0,0,1.8,,
 , ,2.42E-08,1.8,0,0,1.8,,
 , ,2.42E-08,1.8,0,0,1.8,,
 , ,2.42E-08,1.8,0,0,1.8,,
 , ,2.42E-08,1.8,0,0,1.8,,
 , ,2.42E-08,1.8,0,0,1.8,,
 , ,2.43E-08,1.8,0,0,1.8,,
 , ,2.43E-08,1.8,0,0,1.8,,
 , ,2.43E-08,1.8,0,0,1.8,,
 , ,2.43E-08,1.8,0,0,1.8,,
 , ,2.43E-08,1.8,0,0,1.8,,
 , ,2.43E-08,1.8,0,0,1.8,,
 , ,2.43E-08,1.8,0,0,1.8,,
 , ,2.44E-08,1.8,0,0,1.8,,
 , ,2.44E-08,1.8,0,0,1.8,,
 , ,2.44E-08,1.8,0,0,1.8,,
 , ,2.44E-08,1.8,0,0,1.8,,
 , ,2.44E-08,1.8,0,0,1.8,,
 , ,2.44E-08,1.8,0,0,1.8,,
 , ,2.44E-08,1.8,0,0,1.8,,
 , ,2.44E-08,1.8,0,0,1.8,,
 , ,2.44E-08,1.8,0,0,1.8,,
 , ,2.44E-08,1.8,0,0,1.8,,
 , ,2.44E-08,1.8,0,0,1.8,,
 , ,2.45E-08,1.8,0,0,1.8,,
 , ,2.45E-08,1.8,0,0,1.8,,
 , ,2.45E-08,1.8,0,0,1.8,,
 , ,2.45E-08,1.8,0,0,1.8,,
 , ,2.45E-08,1.8,0,0,1.8,,
 , ,2.45E-08,1.8,0,0,1.8,,
 , ,2.45E-08,1.8,0,0,1.8,,
 , ,2.45E-08,1.8,0,0,1.8,,
 , ,2.45E-08,1.8,0,0,1.8,,
 , ,2.46E-08,1.8,0,0,1.8,,
 , ,2.46E-08,1.8,0,0,1.8,,
 , ,2.46E-08,1.8,0,0,1.8,,
 , ,2.46E-08,1.8,0,0,1.8,,
 , ,2.46E-08,1.8,0,0,1.8,,
 , ,2.46E-08,1.8,0,0,1.8,,
 , ,2.46E-08,1.8,0,0,1.8,,
 , ,2.46E-08,1.8,0,0,1.8,,
 , ,2.46E-08,1.8,0,0,1.8,,
 , ,2.46E-08,1.8,0,0,1.8,,
 , ,2.46E-08,1.8,0,0,1.8,,
 , ,2.47E-08,1.8,0,0,1.8,,
 , ,2.47E-08,1.8,0,0,1.8,,
 , ,2.47E-08,1.8,0,0,1.8,,
 , ,2.47E-08,1.8,0,0,1.8,,
 , ,2.47E-08,1.8,0,0,1.8,,
 , ,2.47E-08,1.8,0,0,1.8,,
 , ,2.47E-08,1.8,0,0,1.8,,
 , ,2.47E-08,1.8,0,0,1.8,,
 , ,2.47E-08,1.8,0,0,1.8,,
 , ,2.48E-08,1.8,0,0,1.8,,
 , ,2.48E-08,1.8,0,0,1.8,,
 , ,2.48E-08,1.8,0,0,1.8,,
 , ,2.48E-08,1.8,0,0,1.8,,
 , ,2.48E-08,1.8,0,0,1.8,,
 , ,2.48E-08,1.8,0,0,1.8,,
 , ,2.48E-08,1.8,0,0,1.8,,
 , ,2.49E-08,1.8,0,0,1.8,,
 , ,2.49E-08,1.8,0,0,1.8,,
 , ,2.49E-08,1.8,0,0,1.8,,
 , ,2.49E-08,1.8,0,0,1.8,,
 , ,2.49E-08,1.8,0,0,1.8,,
 , ,2.49E-08,1.8,0,0,1.8,,
 , ,2.49E-08,1.8,0,0,1.8,,
 , ,2.49E-08,1.8,0,0,1.8,,
 , ,2.49E-08,1.8,0,0,1.8,,
 , ,2.49E-08,1.8,0,0,1.8,,
 , ,2.50E-08,1.8,0,0,1.8,,
 , ,2.50E-08,1.8,0,0,1.8,,
 , ,2.50E-08,1.8,0,0,1.8,,
 , ,2.50E-08,1.8,0,0,1.8,,
 , ,2.51E-08,1.8,0,0,1.8,,
 , ,2.51E-08,1.8,0,0,1.8,,
 , ,2.52E-08,1.8,0,0,1.8,,
 , ,2.53E-08,1.8,0,0,1.8,,
 , ,2.54E-08,1.8,0,0,1.8,,
 , ,2.55E-08,1.8,0,0,1.8,,
 , ,2.55E-08,1.8,0,0,1.8,,
 , ,2.57E-08,1.8,0,0,1.8,,
 , ,2.57E-08,1.8,0,0,1.8,,
 , ,2.59E-08,1.8,0,0,1.8,,
 , ,2.59E-08,1.8,0,0,1.8,,
 , ,2.60E-08,1.8,0,0,1.8,,
 , ,2.60E-08,1.8,1.10E-01,1.10E-01,1.8,,
 , ,2.60E-08,1.8,2.93E-01,2.93E-01,1.8,,
 , ,2.60E-08,1.8,5.11E-01,5.11E-01,1.8,,
 , ,2.60E-08,1.8,6.13E-01,6.13E-01,1.8,,
 , ,2.60E-08,1.8,7.52E-01,7.52E-01,1.8,,
 , ,2.61E-08,1.8,8.51E-01,8.51E-01,1.8,,
 , ,2.61E-08,1.8,9.17E-01,9.17E-01,1.8,,
 , ,2.61E-08,1.8,9.94E-01,9.94E-01,1.8,,
 , ,2.61E-08,1.8,1.078,1.078,1.8,,
 , ,2.61E-08,1.8,1.223,1.223,1.8,,
 , ,2.61E-08,1.8,1.336,1.336,1.8,,
 , ,2.61E-08,1.8,1.493,1.493,1.8,,
 , ,2.61E-08,1.8,1.646,1.646,1.8,,
 , ,2.61E-08,1.8,1.8,1.8,1.8,,
 , ,2.61E-08,1.754,1.8,1.8,1.754,,
 , ,2.61E-08,1.684,1.8,1.8,1.684,,
 , ,2.61E-08,1.619,1.8,1.8,1.619,,
 , ,2.61E-08,1.535,1.8,1.8,1.535,,
 , ,2.61E-08,1.43,1.8,1.8,1.43,,
 , ,2.61E-08,1.32,1.8,1.8,1.32,,
 , ,2.61E-08,1.208,1.8,1.8,1.208,,
 , ,2.61E-08,1.083,1.8,1.8,1.083,,
 , ,2.62E-08,9.44E-01,1.8,1.8,9.44E-01,,
 , ,2.62E-08,7.76E-01,1.8,1.8,7.76E-01,,
 , ,2.62E-08,5.77E-01,1.8,1.8,5.77E-01,,
 , ,2.62E-08,3.85E-01,1.8,1.8,3.85E-01,,
 , ,2.62E-08,1.96E-01,1.8,1.8,1.96E-01,,
 , ,2.62E-08,9.79E-02,1.8,1.8,9.79E-02,,
 , ,2.62E-08,0,1.8,1.8,0,,
 , ,2.62E-08,0,1.8,1.8,0,,
 , ,2.62E-08,0,1.8,1.8,0,,
 , ,2.62E-08,0,1.8,1.8,0,,
 , ,2.62E-08,0,1.8,1.8,0,,
 , ,2.62E-08,0,1.8,1.8,0,,
 , ,2.62E-08,0,1.8,1.8,0,,
 , ,2.62E-08,0,1.8,1.8,0,,
 , ,2.62E-08,0,1.8,1.8,0,,
 , ,2.62E-08,0,1.8,1.8,0,,
 , ,2.62E-08,0,1.8,1.8,0,,
 , ,2.63E-08,0,1.8,1.8,0,,
 , ,2.63E-08,0,1.8,1.8,0,,
 , ,2.63E-08,0,1.8,1.8,0,,
 , ,2.63E-08,0,1.8,1.8,0,,
 , ,2.63E-08,0,1.8,1.8,0,,
 , ,2.63E-08,0,1.8,1.8,0,,
 , ,2.63E-08,0,1.8,1.8,0,,
 , ,2.63E-08,0,1.8,1.8,0,,
 , ,2.63E-08,0,1.8,1.8,0,,
 , ,2.63E-08,0,1.8,1.8,0,,
 , ,2.64E-08,0,1.8,1.8,0,,
 , ,2.64E-08,0,1.8,1.8,0,,
 , ,2.64E-08,0,1.8,1.8,0,,
 , ,2.64E-08,0,1.8,1.8,0,,
 , ,2.64E-08,0,1.8,1.8,0,,
 , ,2.64E-08,0,1.8,1.8,0,,
 , ,2.64E-08,0,1.8,1.8,0,,
 , ,2.65E-08,0,1.8,1.8,0,,
 , ,2.65E-08,0,1.8,1.8,0,,
 , ,2.65E-08,0,1.8,1.8,0,,
 , ,2.65E-08,0,1.8,1.8,0,,
 , ,2.65E-08,0,1.8,1.8,0,,
 , ,2.65E-08,0,1.8,1.8,0,,
 , ,2.65E-08,0,1.8,1.8,0,,
 , ,2.65E-08,0,1.8,1.8,0,,
 , ,2.66E-08,0,1.8,1.8,0,,
 , ,2.66E-08,0,1.8,1.8,0,,
 , ,2.66E-08,0,1.8,1.8,0,,
 , ,2.66E-08,0,1.8,1.8,0,,
 , ,2.66E-08,0,1.8,1.8,0,,
 , ,2.66E-08,0,1.8,1.8,0,,
 , ,2.66E-08,0,1.8,1.8,0,,
 , ,2.67E-08,0,1.8,1.8,0,,
 , ,2.67E-08,0,1.8,1.8,0,,
 , ,2.67E-08,0,1.8,1.8,0,,
 , ,2.67E-08,0,1.8,1.8,0,,
 , ,2.67E-08,0,1.8,1.8,0,,
 , ,2.67E-08,0,1.8,1.8,0,,
 , ,2.67E-08,0,1.8,1.8,0,,
 , ,2.68E-08,0,1.8,1.8,0,,
 , ,2.68E-08,0,1.8,1.8,0,,
 , ,2.68E-08,0,1.8,1.8,0,,
 , ,2.68E-08,0,1.8,1.8,0,,
 , ,2.68E-08,0,1.8,1.8,0,,
 , ,2.68E-08,0,1.8,1.8,0,,
 , ,2.68E-08,0,1.8,1.8,0,,
 , ,2.69E-08,0,1.8,1.8,0,,
 , ,2.69E-08,0,1.8,1.8,0,,
 , ,2.69E-08,0,1.8,1.8,0,,
 , ,2.70E-08,0,1.8,1.8,0,,
 , ,2.70E-08,0,1.8,1.8,0,,
 , ,2.71E-08,0,1.8,1.8,0,,
 , ,2.72E-08,0,1.8,1.8,0,,
 , ,2.72E-08,0,1.8,1.8,0,,
 , ,2.73E-08,0,1.8,1.8,0,,
 , ,2.73E-08,0,1.8,1.8,0,,
 , ,2.75E-08,0,1.8,1.8,0,,
 , ,2.76E-08,0,1.8,1.8,0,,
 , ,2.77E-08,0,1.8,1.8,0,,
 , ,2.78E-08,0,1.8,1.8,0,,
 , ,2.79E-08,0,1.8,1.8,0,,
 , ,2.80E-08,0,1.8,1.8,0,,
 , ,2.80E-08,1.30E-01,1.8,1.8,1.30E-01,,
 , ,2.80E-08,3.35E-01,1.8,1.8,3.35E-01,,
 , ,2.80E-08,4.84E-01,1.8,1.8,4.84E-01,,
 , ,2.80E-08,5.74E-01,1.8,1.8,5.74E-01,,
 , ,2.80E-08,7.07E-01,1.8,1.8,7.07E-01,,
 , ,2.80E-08,8.03E-01,1.8,1.8,8.03E-01,,
 , ,2.81E-08,8.79E-01,1.8,1.8,8.79E-01,,
 , ,2.81E-08,9.66E-01,1.8,1.8,9.66E-01,,
 , ,2.81E-08,1.041,1.8,1.8,1.041,,
 , ,2.81E-08,1.149,1.8,1.8,1.149,,
 , ,2.81E-08,1.26,1.8,1.8,1.26,,
 , ,2.81E-08,1.389,1.8,1.8,1.389,,
 , ,2.81E-08,1.562,1.8,1.8,1.562,,
 , ,2.81E-08,1.681,1.8,1.8,1.681,,
 , ,2.81E-08,1.8,1.8,1.8,1.8,,
 , ,2.81E-08,1.8,1.758,1.758,1.8,,
 , ,2.81E-08,1.8,1.697,1.697,1.8,,
 , ,2.81E-08,1.8,1.641,1.641,1.8,,
 , ,2.81E-08,1.8,1.561,1.561,1.8,,
 , ,2.81E-08,1.8,1.463,1.463,1.8,,
 , ,2.81E-08,1.8,1.349,1.349,1.8,,
 , ,2.81E-08,1.8,1.239,1.239,1.8,,
 , ,2.81E-08,1.8,1.118,1.118,1.8,,
 , ,2.82E-08,1.8,9.86E-01,9.86E-01,1.8,,
 , ,2.82E-08,1.8,8.17E-01,8.17E-01,1.8,,
 , ,2.82E-08,1.8,6.10E-01,6.10E-01,1.8,,
 , ,2.82E-08,1.8,4.29E-01,4.29E-01,1.8,,
 , ,2.82E-08,1.8,2.49E-01,2.49E-01,1.8,,
 , ,2.82E-08,1.8,1.24E-01,1.24E-01,1.8,,
 , ,2.82E-08,1.8,0,0,1.8,,
 , ,2.82E-08,1.8,0,0,1.8,,
 , ,2.82E-08,1.8,0,0,1.8,,
 , ,2.82E-08,1.8,0,0,1.8,,
 , ,2.82E-08,1.8,0,0,1.8,,
 , ,2.82E-08,1.8,0,0,1.8,,
 , ,2.82E-08,1.8,0,0,1.8,,
 , ,2.82E-08,1.8,0,0,1.8,,
