Expression ,Value,time (s),/Bin<0> (V),/Ain<0> (V),/Bin<1> (V),/Ain<1> (V),,
 , ,1.00E-08,1.8,0,0,1.8,,
 , ,1.00E-08,1.8,1.10E-01,1.10E-01,1.8,,
 , ,1.00E-08,1.8,2.93E-01,2.93E-01,1.8,,
 , ,1.00E-08,1.8,5.11E-01,5.11E-01,1.8,,
 , ,1.00E-08,1.8,6.13E-01,6.13E-01,1.8,,
 , ,1.00E-08,1.8,7.52E-01,7.52E-01,1.8,,
 , ,1.01E-08,1.8,8.51E-01,8.51E-01,1.8,,
 , ,1.01E-08,1.8,9.16E-01,9.16E-01,1.8,,
 , ,1.01E-08,1.8,9.94E-01,9.94E-01,1.8,,
 , ,1.01E-08,1.8,1.077,1.077,1.8,,
 , ,1.01E-08,1.8,1.223,1.223,1.8,,
 , ,1.01E-08,1.8,1.336,1.336,1.8,,
 , ,1.01E-08,1.8,1.493,1.493,1.8,,
 , ,1.01E-08,1.8,1.646,1.646,1.8,,
 , ,1.01E-08,1.8,1.8,1.8,1.8,,
 , ,1.01E-08,1.754,1.8,1.8,1.754,,
 , ,1.01E-08,1.684,1.8,1.8,1.684,,
 , ,1.01E-08,1.619,1.8,1.8,1.619,,
 , ,1.01E-08,1.535,1.8,1.8,1.535,,
 , ,1.01E-08,1.43,1.8,1.8,1.43,,
 , ,1.01E-08,1.32,1.8,1.8,1.32,,
 , ,1.01E-08,1.208,1.8,1.8,1.208,,
 , ,1.01E-08,1.083,1.8,1.8,1.083,,
 , ,1.02E-08,9.44E-01,1.8,1.8,9.44E-01,,
 , ,1.02E-08,7.75E-01,1.8,1.8,7.75E-01,,
 , ,1.02E-08,5.77E-01,1.8,1.8,5.77E-01,,
 , ,1.02E-08,3.85E-01,1.8,1.8,3.85E-01,,
 , ,1.02E-08,1.96E-01,1.8,1.8,1.96E-01,,
 , ,1.02E-08,9.79E-02,1.8,1.8,9.79E-02,,
 , ,1.02E-08,3.60E-14,1.8,1.8,3.60E-14,,
 , ,1.02E-08,0,1.8,1.8,0,,
 , ,1.02E-08,0,1.8,1.8,0,,
 , ,1.02E-08,0,1.8,1.8,0,,
 , ,1.02E-08,0,1.8,1.8,0,,
 , ,1.02E-08,0,1.8,1.8,0,,
 , ,1.02E-08,0,1.8,1.8,0,,
 , ,1.02E-08,0,1.8,1.8,0,,
 , ,1.02E-08,0,1.8,1.8,0,,
 , ,1.02E-08,0,1.8,1.8,0,,
 , ,1.02E-08,0,1.8,1.8,0,,
 , ,1.03E-08,0,1.8,1.8,0,,
 , ,1.03E-08,0,1.8,1.8,0,,
 , ,1.03E-08,0,1.8,1.8,0,,
 , ,1.03E-08,0,1.8,1.8,0,,
 , ,1.03E-08,0,1.8,1.8,0,,
 , ,1.03E-08,0,1.8,1.8,0,,
 , ,1.03E-08,0,1.8,1.8,0,,
 , ,1.03E-08,0,1.8,1.8,0,,
 , ,1.03E-08,0,1.8,1.8,0,,
 , ,1.03E-08,0,1.8,1.8,0,,
 , ,1.04E-08,0,1.8,1.8,0,,
 , ,1.04E-08,0,1.8,1.8,0,,
 , ,1.04E-08,0,1.8,1.8,0,,
 , ,1.04E-08,0,1.8,1.8,0,,
 , ,1.04E-08,0,1.8,1.8,0,,
 , ,1.04E-08,0,1.8,1.8,0,,
 , ,1.04E-08,0,1.8,1.8,0,,
 , ,1.05E-08,0,1.8,1.8,0,,
 , ,1.05E-08,0,1.8,1.8,0,,
 , ,1.05E-08,0,1.8,1.8,0,,
 , ,1.05E-08,0,1.8,1.8,0,,
 , ,1.05E-08,0,1.8,1.8,0,,
 , ,1.05E-08,0,1.8,1.8,0,,
 , ,1.05E-08,0,1.8,1.8,0,,
 , ,1.05E-08,0,1.8,1.8,0,,
 , ,1.06E-08,0,1.8,1.8,0,,
 , ,1.06E-08,0,1.8,1.8,0,,
 , ,1.06E-08,0,1.8,1.8,0,,
 , ,1.06E-08,0,1.8,1.8,0,,
 , ,1.06E-08,0,1.8,1.8,0,,
 , ,1.06E-08,0,1.8,1.8,0,,
 , ,1.06E-08,0,1.8,1.8,0,,
 , ,1.07E-08,0,1.8,1.8,0,,
 , ,1.07E-08,0,1.8,1.8,0,,
 , ,1.07E-08,0,1.8,1.8,0,,
 , ,1.07E-08,0,1.8,1.8,0,,
 , ,1.07E-08,0,1.8,1.8,0,,
 , ,1.07E-08,0,1.8,1.8,0,,
 , ,1.07E-08,0,1.8,1.8,0,,
 , ,1.08E-08,0,1.8,1.8,0,,
 , ,1.08E-08,0,1.8,1.8,0,,
 , ,1.08E-08,0,1.8,1.8,0,,
 , ,1.08E-08,0,1.8,1.8,0,,
 , ,1.08E-08,0,1.8,1.8,0,,
 , ,1.08E-08,0,1.8,1.8,0,,
 , ,1.08E-08,0,1.8,1.8,0,,
 , ,1.09E-08,0,1.8,1.8,0,,
 , ,1.09E-08,0,1.8,1.8,0,,
 , ,1.09E-08,0,1.8,1.8,0,,
 , ,1.10E-08,0,1.8,1.8,0,,
 , ,1.10E-08,0,1.8,1.8,0,,
 , ,1.11E-08,0,1.8,1.8,0,,
 , ,1.12E-08,0,1.8,1.8,0,,
 , ,1.12E-08,0,1.8,1.8,0,,
 , ,1.13E-08,0,1.8,1.8,0,,
 , ,1.13E-08,0,1.8,1.8,0,,
 , ,1.15E-08,0,1.8,1.8,0,,
 , ,1.16E-08,0,1.8,1.8,0,,
 , ,1.17E-08,0,1.8,1.8,0,,
 , ,1.18E-08,0,1.8,1.8,0,,
 , ,1.19E-08,0,1.8,1.8,0,,
 , ,1.20E-08,0,1.8,1.8,0,,
 , ,1.20E-08,1.30E-01,1.8,1.8,1.30E-01,,
 , ,1.20E-08,3.35E-01,1.8,1.8,3.35E-01,,
 , ,1.20E-08,4.84E-01,1.8,1.8,4.84E-01,,
 , ,1.20E-08,5.74E-01,1.8,1.8,5.74E-01,,
 , ,1.20E-08,7.07E-01,1.8,1.8,7.07E-01,,
 , ,1.20E-08,8.03E-01,1.8,1.8,8.03E-01,,
 , ,1.21E-08,8.79E-01,1.8,1.8,8.79E-01,,
 , ,1.21E-08,9.66E-01,1.8,1.8,9.66E-01,,
 , ,1.21E-08,1.041,1.8,1.8,1.041,,
 , ,1.21E-08,1.149,1.8,1.8,1.149,,
 , ,1.21E-08,1.26,1.8,1.8,1.26,,
 , ,1.21E-08,1.389,1.8,1.8,1.389,,
 , ,1.21E-08,1.562,1.8,1.8,1.562,,
 , ,1.21E-08,1.681,1.8,1.8,1.681,,
 , ,1.21E-08,1.8,1.8,1.8,1.8,,
 , ,1.21E-08,1.8,1.758,1.758,1.8,,
 , ,1.21E-08,1.8,1.697,1.697,1.8,,
 , ,1.21E-08,1.8,1.641,1.641,1.8,,
 , ,1.21E-08,1.8,1.561,1.561,1.8,,
 , ,1.21E-08,1.8,1.463,1.463,1.8,,
 , ,1.21E-08,1.8,1.349,1.349,1.8,,
 , ,1.21E-08,1.8,1.239,1.239,1.8,,
 , ,1.21E-08,1.8,1.118,1.118,1.8,,
 , ,1.22E-08,1.8,9.87E-01,9.87E-01,1.8,,
 , ,1.22E-08,1.8,8.17E-01,8.17E-01,1.8,,
 , ,1.22E-08,1.8,6.10E-01,6.10E-01,1.8,,
 , ,1.22E-08,1.8,4.29E-01,4.29E-01,1.8,,
 , ,1.22E-08,1.8,2.49E-01,2.49E-01,1.8,,
 , ,1.22E-08,1.8,1.24E-01,1.24E-01,1.8,,
 , ,1.22E-08,1.8,3.60E-14,3.60E-14,1.8,,
 , ,1.22E-08,1.8,0,0,1.8,,
 , ,1.22E-08,1.8,0,0,1.8,,
 , ,1.22E-08,1.8,0,0,1.8,,
 , ,1.22E-08,1.8,0,0,1.8,,
 , ,1.22E-08,1.8,0,0,1.8,,
 , ,1.22E-08,1.8,0,0,1.8,,
 , ,1.22E-08,1.8,0,0,1.8,,
 , ,1.22E-08,1.8,0,0,1.8,,
 , ,1.22E-08,1.8,0,0,1.8,,
 , ,1.22E-08,1.8,0,0,1.8,,
 , ,1.22E-08,1.8,0,0,1.8,,
 , ,1.22E-08,1.8,0,0,1.8,,
 , ,1.22E-08,1.8,0,0,1.8,,
 , ,1.23E-08,1.8,0,0,1.8,,
 , ,1.23E-08,1.8,0,0,1.8,,
 , ,1.23E-08,1.8,0,0,1.8,,
 , ,1.23E-08,1.8,0,0,1.8,,
 , ,1.23E-08,1.8,0,0,1.8,,
 , ,1.23E-08,1.8,0,0,1.8,,
 , ,1.23E-08,1.8,0,0,1.8,,
 , ,1.24E-08,1.8,0,0,1.8,,
 , ,1.24E-08,1.8,0,0,1.8,,
 , ,1.24E-08,1.8,0,0,1.8,,
 , ,1.24E-08,1.8,0,0,1.8,,
 , ,1.24E-08,1.8,0,0,1.8,,
 , ,1.24E-08,1.8,0,0,1.8,,
 , ,1.24E-08,1.8,0,0,1.8,,
 , ,1.24E-08,1.8,0,0,1.8,,
 , ,1.24E-08,1.8,0,0,1.8,,
 , ,1.24E-08,1.8,0,0,1.8,,
 , ,1.24E-08,1.8,0,0,1.8,,
 , ,1.25E-08,1.8,0,0,1.8,,
 , ,1.25E-08,1.8,0,0,1.8,,
 , ,1.25E-08,1.8,0,0,1.8,,
 , ,1.25E-08,1.8,0,0,1.8,,
 , ,1.25E-08,1.8,0,0,1.8,,
 , ,1.25E-08,1.8,0,0,1.8,,
 , ,1.25E-08,1.8,0,0,1.8,,
 , ,1.25E-08,1.8,0,0,1.8,,
 , ,1.25E-08,1.8,0,0,1.8,,
 , ,1.26E-08,1.8,0,0,1.8,,
 , ,1.26E-08,1.8,0,0,1.8,,
 , ,1.26E-08,1.8,0,0,1.8,,
 , ,1.26E-08,1.8,0,0,1.8,,
 , ,1.26E-08,1.8,0,0,1.8,,
 , ,1.26E-08,1.8,0,0,1.8,,
 , ,1.26E-08,1.8,0,0,1.8,,
 , ,1.26E-08,1.8,0,0,1.8,,
 , ,1.26E-08,1.8,0,0,1.8,,
 , ,1.26E-08,1.8,0,0,1.8,,
 , ,1.26E-08,1.8,0,0,1.8,,
 , ,1.27E-08,1.8,0,0,1.8,,
 , ,1.27E-08,1.8,0,0,1.8,,
 , ,1.27E-08,1.8,0,0,1.8,,
 , ,1.27E-08,1.8,0,0,1.8,,
 , ,1.27E-08,1.8,0,0,1.8,,
 , ,1.27E-08,1.8,0,0,1.8,,
 , ,1.27E-08,1.8,0,0,1.8,,
 , ,1.27E-08,1.8,0,0,1.8,,
 , ,1.27E-08,1.8,0,0,1.8,,
 , ,1.28E-08,1.8,0,0,1.8,,
 , ,1.28E-08,1.8,0,0,1.8,,
 , ,1.28E-08,1.8,0,0,1.8,,
 , ,1.28E-08,1.8,0,0,1.8,,
 , ,1.28E-08,1.8,0,0,1.8,,
 , ,1.28E-08,1.8,0,0,1.8,,
 , ,1.28E-08,1.8,0,0,1.8,,
 , ,1.29E-08,1.8,0,0,1.8,,
 , ,1.29E-08,1.8,0,0,1.8,,
 , ,1.29E-08,1.8,0,0,1.8,,
 , ,1.29E-08,1.8,0,0,1.8,,
 , ,1.29E-08,1.8,0,0,1.8,,
 , ,1.29E-08,1.8,0,0,1.8,,
 , ,1.29E-08,1.8,0,0,1.8,,
 , ,1.29E-08,1.8,0,0,1.8,,
 , ,1.29E-08,1.8,0,0,1.8,,
 , ,1.29E-08,1.8,0,0,1.8,,
 , ,1.30E-08,1.8,0,0,1.8,,
 , ,1.30E-08,1.8,0,0,1.8,,
 , ,1.30E-08,1.8,0,0,1.8,,
 , ,1.30E-08,1.8,0,0,1.8,,
 , ,1.31E-08,1.8,0,0,1.8,,
 , ,1.31E-08,1.8,0,0,1.8,,
 , ,1.32E-08,1.8,0,0,1.8,,
 , ,1.33E-08,1.8,0,0,1.8,,
 , ,1.34E-08,1.8,0,0,1.8,,
 , ,1.35E-08,1.8,0,0,1.8,,
 , ,1.35E-08,1.8,0,0,1.8,,
 , ,1.37E-08,1.8,0,0,1.8,,
 , ,1.37E-08,1.8,0,0,1.8,,
 , ,1.39E-08,1.8,0,0,1.8,,
 , ,1.39E-08,1.8,0,0,1.8,,
 , ,1.40E-08,1.8,0,0,1.8,,
 , ,1.40E-08,1.8,1.10E-01,1.10E-01,1.8,,
 , ,1.40E-08,1.8,2.93E-01,2.93E-01,1.8,,
 , ,1.40E-08,1.8,5.10E-01,5.10E-01,1.8,,
 , ,1.40E-08,1.8,6.12E-01,6.12E-01,1.8,,
 , ,1.40E-08,1.8,7.50E-01,7.50E-01,1.8,,
 , ,1.41E-08,1.8,8.50E-01,8.50E-01,1.8,,
 , ,1.41E-08,1.8,9.14E-01,9.14E-01,1.8,,
 , ,1.41E-08,1.8,9.92E-01,9.92E-01,1.8,,
 , ,1.41E-08,1.8,1.075,1.075,1.8,,
 , ,1.41E-08,1.8,1.222,1.222,1.8,,
 , ,1.41E-08,1.8,1.335,1.335,1.8,,
 , ,1.41E-08,1.8,1.491,1.491,1.8,,
 , ,1.41E-08,1.8,1.646,1.646,1.8,,
 , ,1.41E-08,1.8,1.8,1.8,1.8,,
 , ,1.41E-08,1.754,1.8,1.8,1.754,,
 , ,1.41E-08,1.683,1.8,1.8,1.683,,
 , ,1.41E-08,1.618,1.8,1.8,1.618,,
 , ,1.41E-08,1.534,1.8,1.8,1.534,,
 , ,1.41E-08,1.429,1.8,1.8,1.429,,
 , ,1.41E-08,1.319,1.8,1.8,1.319,,
 , ,1.41E-08,1.208,1.8,1.8,1.208,,
 , ,1.41E-08,1.082,1.8,1.8,1.082,,
 , ,1.42E-08,9.43E-01,1.8,1.8,9.43E-01,,
 , ,1.42E-08,7.74E-01,1.8,1.8,7.74E-01,,
 , ,1.42E-08,5.76E-01,1.8,1.8,5.76E-01,,
 , ,1.42E-08,3.85E-01,1.8,1.8,3.85E-01,,
 , ,1.42E-08,1.95E-01,1.8,1.8,1.95E-01,,
 , ,1.42E-08,9.77E-02,1.8,1.8,9.77E-02,,
 , ,1.42E-08,3.60E-14,1.8,1.8,3.60E-14,,
 , ,1.42E-08,0,1.8,1.8,0,,
 , ,1.42E-08,0,1.8,1.8,0,,
 , ,1.42E-08,0,1.8,1.8,0,,
 , ,1.42E-08,0,1.8,1.8,0,,
 , ,1.42E-08,0,1.8,1.8,0,,
 , ,1.42E-08,0,1.8,1.8,0,,
 , ,1.42E-08,0,1.8,1.8,0,,
 , ,1.42E-08,0,1.8,1.8,0,,
 , ,1.42E-08,0,1.8,1.8,0,,
 , ,1.42E-08,0,1.8,1.8,0,,
 , ,1.43E-08,0,1.8,1.8,0,,
 , ,1.43E-08,0,1.8,1.8,0,,
 , ,1.43E-08,0,1.8,1.8,0,,
 , ,1.43E-08,0,1.8,1.8,0,,
 , ,1.43E-08,0,1.8,1.8,0,,
 , ,1.43E-08,0,1.8,1.8,0,,
 , ,1.43E-08,0,1.8,1.8,0,,
 , ,1.43E-08,0,1.8,1.8,0,,
 , ,1.43E-08,0,1.8,1.8,0,,
 , ,1.43E-08,0,1.8,1.8,0,,
 , ,1.43E-08,0,1.8,1.8,0,,
 , ,1.44E-08,0,1.8,1.8,0,,
 , ,1.44E-08,0,1.8,1.8,0,,
 , ,1.44E-08,0,1.8,1.8,0,,
 , ,1.44E-08,0,1.8,1.8,0,,
 , ,1.44E-08,0,1.8,1.8,0,,
 , ,1.44E-08,0,1.8,1.8,0,,
 , ,1.45E-08,0,1.8,1.8,0,,
 , ,1.45E-08,0,1.8,1.8,0,,
 , ,1.45E-08,0,1.8,1.8,0,,
 , ,1.45E-08,0,1.8,1.8,0,,
 , ,1.45E-08,0,1.8,1.8,0,,
 , ,1.45E-08,0,1.8,1.8,0,,
 , ,1.45E-08,0,1.8,1.8,0,,
 , ,1.45E-08,0,1.8,1.8,0,,
 , ,1.46E-08,0,1.8,1.8,0,,
 , ,1.46E-08,0,1.8,1.8,0,,
 , ,1.46E-08,0,1.8,1.8,0,,
 , ,1.46E-08,0,1.8,1.8,0,,
 , ,1.46E-08,0,1.8,1.8,0,,
 , ,1.46E-08,0,1.8,1.8,0,,
 , ,1.46E-08,0,1.8,1.8,0,,
 , ,1.47E-08,0,1.8,1.8,0,,
 , ,1.47E-08,0,1.8,1.8,0,,
 , ,1.47E-08,0,1.8,1.8,0,,
 , ,1.47E-08,0,1.8,1.8,0,,
 , ,1.47E-08,0,1.8,1.8,0,,
 , ,1.47E-08,0,1.8,1.8,0,,
 , ,1.47E-08,0,1.8,1.8,0,,
 , ,1.47E-08,0,1.8,1.8,0,,
 , ,1.48E-08,0,1.8,1.8,0,,
 , ,1.48E-08,0,1.8,1.8,0,,
 , ,1.48E-08,0,1.8,1.8,0,,
 , ,1.48E-08,0,1.8,1.8,0,,
 , ,1.48E-08,0,1.8,1.8,0,,
 , ,1.48E-08,0,1.8,1.8,0,,
 , ,1.48E-08,0,1.8,1.8,0,,
 , ,1.49E-08,0,1.8,1.8,0,,
 , ,1.49E-08,0,1.8,1.8,0,,
 , ,1.49E-08,0,1.8,1.8,0,,
 , ,1.50E-08,0,1.8,1.8,0,,
 , ,1.51E-08,0,1.8,1.8,0,,
 , ,1.51E-08,0,1.8,1.8,0,,
 , ,1.52E-08,0,1.8,1.8,0,,
 , ,1.52E-08,0,1.8,1.8,0,,
 , ,1.53E-08,0,1.8,1.8,0,,
 , ,1.54E-08,0,1.8,1.8,0,,
 , ,1.55E-08,0,1.8,1.8,0,,
 , ,1.56E-08,0,1.8,1.8,0,,
 , ,1.57E-08,0,1.8,1.8,0,,
 , ,1.59E-08,0,1.8,1.8,0,,
 , ,1.60E-08,0,1.8,1.8,0,,
 , ,1.60E-08,1.46E-01,1.8,1.8,1.46E-01,,
 , ,1.60E-08,3.67E-01,1.8,1.8,3.67E-01,,
 , ,1.60E-08,4.80E-01,1.8,1.8,4.80E-01,,
 , ,1.60E-08,5.71E-01,1.8,1.8,5.71E-01,,
 , ,1.60E-08,6.94E-01,1.8,1.8,6.94E-01,,
 , ,1.60E-08,7.89E-01,1.8,1.8,7.89E-01,,
 , ,1.61E-08,8.74E-01,1.8,1.8,8.74E-01,,
 , ,1.61E-08,9.68E-01,1.8,1.8,9.68E-01,,
 , ,1.61E-08,1.043,1.8,1.8,1.043,,
 , ,1.61E-08,1.147,1.8,1.8,1.147,,
 , ,1.61E-08,1.258,1.8,1.8,1.258,,
 , ,1.61E-08,1.386,1.8,1.8,1.386,,
 , ,1.61E-08,1.558,1.8,1.8,1.558,,
 , ,1.61E-08,1.679,1.8,1.8,1.679,,
 , ,1.61E-08,1.8,1.8,1.8,1.8,,
 , ,1.61E-08,1.8,1.758,1.758,1.8,,
 , ,1.61E-08,1.8,1.696,1.696,1.8,,
 , ,1.61E-08,1.8,1.639,1.639,1.8,,
 , ,1.61E-08,1.8,1.559,1.559,1.8,,
 , ,1.61E-08,1.8,1.461,1.461,1.8,,
 , ,1.61E-08,1.8,1.347,1.347,1.8,,
 , ,1.61E-08,1.8,1.238,1.238,1.8,,
 , ,1.61E-08,1.8,1.117,1.117,1.8,,
 , ,1.62E-08,1.8,9.84E-01,9.84E-01,1.8,,
 , ,1.62E-08,1.8,8.15E-01,8.15E-01,1.8,,
 , ,1.62E-08,1.8,6.07E-01,6.07E-01,1.8,,
 , ,1.62E-08,1.8,4.28E-01,4.28E-01,1.8,,
 , ,1.62E-08,1.8,2.47E-01,2.47E-01,1.8,,
 , ,1.62E-08,1.8,1.24E-01,1.24E-01,1.8,,
 , ,1.62E-08,1.8,0,0,1.8,,
 , ,1.62E-08,1.8,0,0,1.8,,
 , ,1.62E-08,1.8,0,0,1.8,,
 , ,1.62E-08,1.8,0,0,1.8,,
 , ,1.62E-08,1.8,0,0,1.8,,
 , ,1.62E-08,1.8,0,0,1.8,,
 , ,1.62E-08,1.8,0,0,1.8,,
 , ,1.62E-08,1.8,0,0,1.8,,
 , ,1.62E-08,1.8,0,0,1.8,,
 , ,1.62E-08,1.8,0,0,1.8,,
 , ,1.62E-08,1.8,0,0,1.8,,
 , ,1.62E-08,1.8,0,0,1.8,,
 , ,1.62E-08,1.8,0,0,1.8,,
 , ,1.62E-08,1.8,0,0,1.8,,
 , ,1.63E-08,1.8,0,0,1.8,,
 , ,1.63E-08,1.8,0,0,1.8,,
 , ,1.63E-08,1.8,0,0,1.8,,
 , ,1.63E-08,1.8,0,0,1.8,,
 , ,1.63E-08,1.8,0,0,1.8,,
 , ,1.63E-08,1.8,0,0,1.8,,
 , ,1.63E-08,1.8,0,0,1.8,,
 , ,1.64E-08,1.8,0,0,1.8,,
 , ,1.64E-08,1.8,0,0,1.8,,
 , ,1.64E-08,1.8,0,0,1.8,,
 , ,1.64E-08,1.8,0,0,1.8,,
 , ,1.64E-08,1.8,0,0,1.8,,
 , ,1.64E-08,1.8,0,0,1.8,,
 , ,1.64E-08,1.8,0,0,1.8,,
 , ,1.64E-08,1.8,0,0,1.8,,
 , ,1.64E-08,1.8,0,0,1.8,,
 , ,1.64E-08,1.8,0,0,1.8,,
 , ,1.64E-08,1.8,0,0,1.8,,
 , ,1.65E-08,1.8,0,0,1.8,,
 , ,1.65E-08,1.8,0,0,1.8,,
 , ,1.65E-08,1.8,0,0,1.8,,
 , ,1.65E-08,1.8,0,0,1.8,,
 , ,1.65E-08,1.8,0,0,1.8,,
 , ,1.65E-08,1.8,0,0,1.8,,
 , ,1.65E-08,1.8,0,0,1.8,,
 , ,1.65E-08,1.8,0,0,1.8,,
 , ,1.65E-08,1.8,0,0,1.8,,
 , ,1.66E-08,1.8,0,0,1.8,,
 , ,1.66E-08,1.8,0,0,1.8,,
 , ,1.66E-08,1.8,0,0,1.8,,
 , ,1.66E-08,1.8,0,0,1.8,,
 , ,1.66E-08,1.8,0,0,1.8,,
 , ,1.66E-08,1.8,0,0,1.8,,
 , ,1.66E-08,1.8,0,0,1.8,,
 , ,1.66E-08,1.8,0,0,1.8,,
 , ,1.66E-08,1.8,0,0,1.8,,
 , ,1.66E-08,1.8,0,0,1.8,,
 , ,1.66E-08,1.8,0,0,1.8,,
 , ,1.67E-08,1.8,0,0,1.8,,
 , ,1.67E-08,1.8,0,0,1.8,,
 , ,1.67E-08,1.8,0,0,1.8,,
 , ,1.67E-08,1.8,0,0,1.8,,
 , ,1.67E-08,1.8,0,0,1.8,,
 , ,1.67E-08,1.8,0,0,1.8,,
 , ,1.67E-08,1.8,0,0,1.8,,
 , ,1.67E-08,1.8,0,0,1.8,,
 , ,1.67E-08,1.8,0,0,1.8,,
 , ,1.68E-08,1.8,0,0,1.8,,
 , ,1.68E-08,1.8,0,0,1.8,,
 , ,1.68E-08,1.8,0,0,1.8,,
 , ,1.68E-08,1.8,0,0,1.8,,
 , ,1.68E-08,1.8,0,0,1.8,,
 , ,1.68E-08,1.8,0,0,1.8,,
 , ,1.68E-08,1.8,0,0,1.8,,
 , ,1.69E-08,1.8,0,0,1.8,,
 , ,1.69E-08,1.8,0,0,1.8,,
 , ,1.69E-08,1.8,0,0,1.8,,
 , ,1.69E-08,1.8,0,0,1.8,,
 , ,1.69E-08,1.8,0,0,1.8,,
 , ,1.69E-08,1.8,0,0,1.8,,
 , ,1.69E-08,1.8,0,0,1.8,,
 , ,1.69E-08,1.8,0,0,1.8,,
 , ,1.69E-08,1.8,0,0,1.8,,
 , ,1.69E-08,1.8,0,0,1.8,,
 , ,1.70E-08,1.8,0,0,1.8,,
 , ,1.70E-08,1.8,0,0,1.8,,
 , ,1.70E-08,1.8,0,0,1.8,,
 , ,1.70E-08,1.8,0,0,1.8,,
 , ,1.71E-08,1.8,0,0,1.8,,
 , ,1.71E-08,1.8,0,0,1.8,,
 , ,1.72E-08,1.8,0,0,1.8,,
 , ,1.73E-08,1.8,0,0,1.8,,
 , ,1.74E-08,1.8,0,0,1.8,,
 , ,1.75E-08,1.8,0,0,1.8,,
 , ,1.75E-08,1.8,0,0,1.8,,
 , ,1.77E-08,1.8,0,0,1.8,,
 , ,1.77E-08,1.8,0,0,1.8,,
 , ,1.79E-08,1.8,0,0,1.8,,
 , ,1.79E-08,1.8,0,0,1.8,,
 , ,1.80E-08,1.8,0,0,1.8,,
 , ,1.80E-08,1.8,1.10E-01,1.10E-01,1.8,,
 , ,1.80E-08,1.8,2.93E-01,2.93E-01,1.8,,
 , ,1.80E-08,1.8,5.11E-01,5.11E-01,1.8,,
 , ,1.80E-08,1.8,6.13E-01,6.13E-01,1.8,,
 , ,1.80E-08,1.8,7.52E-01,7.52E-01,1.8,,
 , ,1.81E-08,1.8,8.51E-01,8.51E-01,1.8,,
 , ,1.81E-08,1.8,9.17E-01,9.17E-01,1.8,,
 , ,1.81E-08,1.8,9.94E-01,9.94E-01,1.8,,
 , ,1.81E-08,1.8,1.078,1.078,1.8,,
 , ,1.81E-08,1.8,1.223,1.223,1.8,,
 , ,1.81E-08,1.8,1.336,1.336,1.8,,
 , ,1.81E-08,1.8,1.493,1.493,1.8,,
 , ,1.81E-08,1.8,1.646,1.646,1.8,,
 , ,1.81E-08,1.8,1.8,1.8,1.8,,
 , ,1.81E-08,1.754,1.8,1.8,1.754,,
 , ,1.81E-08,1.684,1.8,1.8,1.684,,
 , ,1.81E-08,1.619,1.8,1.8,1.619,,
 , ,1.81E-08,1.535,1.8,1.8,1.535,,
 , ,1.81E-08,1.43,1.8,1.8,1.43,,
 , ,1.81E-08,1.32,1.8,1.8,1.32,,
 , ,1.81E-08,1.208,1.8,1.8,1.208,,
 , ,1.81E-08,1.083,1.8,1.8,1.083,,
 , ,1.82E-08,9.44E-01,1.8,1.8,9.44E-01,,
 , ,1.82E-08,7.76E-01,1.8,1.8,7.76E-01,,
 , ,1.82E-08,5.77E-01,1.8,1.8,5.77E-01,,
 , ,1.82E-08,3.85E-01,1.8,1.8,3.85E-01,,
 , ,1.82E-08,1.96E-01,1.8,1.8,1.96E-01,,
 , ,1.82E-08,9.79E-02,1.8,1.8,9.79E-02,,
 , ,1.82E-08,0,1.8,1.8,0,,
 , ,1.82E-08,0,1.8,1.8,0,,
 , ,1.82E-08,0,1.8,1.8,0,,
 , ,1.82E-08,0,1.8,1.8,0,,
 , ,1.82E-08,0,1.8,1.8,0,,
 , ,1.82E-08,0,1.8,1.8,0,,
 , ,1.82E-08,0,1.8,1.8,0,,
 , ,1.82E-08,0,1.8,1.8,0,,
 , ,1.82E-08,0,1.8,1.8,0,,
 , ,1.82E-08,0,1.8,1.8,0,,
 , ,1.82E-08,0,1.8,1.8,0,,
 , ,1.83E-08,0,1.8,1.8,0,,
 , ,1.83E-08,0,1.8,1.8,0,,
 , ,1.83E-08,0,1.8,1.8,0,,
 , ,1.83E-08,0,1.8,1.8,0,,
 , ,1.83E-08,0,1.8,1.8,0,,
 , ,1.83E-08,0,1.8,1.8,0,,
 , ,1.83E-08,0,1.8,1.8,0,,
 , ,1.83E-08,0,1.8,1.8,0,,
 , ,1.83E-08,0,1.8,1.8,0,,
 , ,1.83E-08,0,1.8,1.8,0,,
 , ,1.84E-08,0,1.8,1.8,0,,
 , ,1.84E-08,0,1.8,1.8,0,,
 , ,1.84E-08,0,1.8,1.8,0,,
 , ,1.84E-08,0,1.8,1.8,0,,
 , ,1.84E-08,0,1.8,1.8,0,,
 , ,1.84E-08,0,1.8,1.8,0,,
 , ,1.84E-08,0,1.8,1.8,0,,
 , ,1.85E-08,0,1.8,1.8,0,,
 , ,1.85E-08,0,1.8,1.8,0,,
 , ,1.85E-08,0,1.8,1.8,0,,
 , ,1.85E-08,0,1.8,1.8,0,,
 , ,1.85E-08,0,1.8,1.8,0,,
 , ,1.85E-08,0,1.8,1.8,0,,
 , ,1.85E-08,0,1.8,1.8,0,,
 , ,1.85E-08,0,1.8,1.8,0,,
 , ,1.86E-08,0,1.8,1.8,0,,
 , ,1.86E-08,0,1.8,1.8,0,,
 , ,1.86E-08,0,1.8,1.8,0,,
 , ,1.86E-08,0,1.8,1.8,0,,
