Expression ,Value,time (s),/Bin<0> (V),/Ain<0> (V),/Bin<1> (V),/Ain<1> (V)
 , ,20.10E-9,1.800,1.800,1.800,1.800
 , ,20.10E-9,1.760,1.760,1.760,1.760
 , ,20.11E-9,1.700,1.700,1.700,1.700
 , ,20.11E-9,1.644,1.644,1.644,1.644
 , ,20.11E-9,1.565,1.565,1.565,1.565
 , ,20.12E-9,1.477,1.477,1.477,1.477
 , ,20.12E-9,1.388,1.388,1.388,1.388
 , ,20.13E-9,1.311,1.311,1.311,1.311
 , ,20.13E-9,1.212,1.212,1.212,1.212
 , ,20.14E-9,1.098,1.098,1.098,1.098
 , ,20.15E-9,958.8E-3,958.8E-3,958.8E-3,958.8E-3
 , ,20.15E-9,815.8E-3,815.8E-3,815.8E-3,815.8E-3
 , ,20.16E-9,651.0E-3,651.0E-3,651.0E-3,651.0E-3
 , ,20.17E-9,453.3E-3,453.3E-3,453.3E-3,453.3E-3
 , ,20.18E-9,288.6E-3,288.6E-3,288.6E-3,288.6E-3
 , ,20.19E-9,163.1E-3,163.1E-3,163.1E-3,163.1E-3
 , ,20.20E-9,81.57E-3,81.57E-3,81.57E-3,81.57E-3
 , ,20.20E-9,0.000,0.000,0.000,0.000
 , ,20.20E-9,0.000,0.000,0.000,0.000
 , ,20.20E-9,0.000,0.000,0.000,0.000
 , ,20.21E-9,0.000,0.000,0.000,0.000
 , ,20.21E-9,0.000,0.000,0.000,0.000
 , ,20.22E-9,0.000,0.000,0.000,0.000
 , ,20.22E-9,0.000,0.000,0.000,0.000
 , ,20.23E-9,0.000,0.000,0.000,0.000
 , ,20.24E-9,0.000,0.000,0.000,0.000
 , ,20.25E-9,0.000,0.000,0.000,0.000
 , ,20.26E-9,0.000,0.000,0.000,0.000
 , ,20.27E-9,0.000,0.000,0.000,0.000
 , ,20.28E-9,0.000,0.000,0.000,0.000
 , ,20.30E-9,0.000,0.000,0.000,0.000
 , ,20.31E-9,0.000,0.000,0.000,0.000
 , ,20.32E-9,0.000,0.000,0.000,0.000
 , ,20.34E-9,0.000,0.000,0.000,0.000
 , ,20.35E-9,0.000,0.000,0.000,0.000
 , ,20.36E-9,0.000,0.000,0.000,0.000
 , ,20.37E-9,0.000,0.000,0.000,0.000
 , ,20.38E-9,0.000,0.000,0.000,0.000
 , ,20.39E-9,0.000,0.000,0.000,0.000
 , ,20.39E-9,0.000,0.000,0.000,0.000
 , ,20.40E-9,0.000,0.000,0.000,0.000
 , ,20.40E-9,0.000,0.000,0.000,0.000
 , ,20.41E-9,0.000,0.000,0.000,0.000
 , ,20.41E-9,0.000,0.000,0.000,0.000
 , ,20.42E-9,0.000,0.000,0.000,0.000
 , ,20.42E-9,0.000,0.000,0.000,0.000
 , ,20.43E-9,0.000,0.000,0.000,0.000
 , ,20.44E-9,0.000,0.000,0.000,0.000
 , ,20.44E-9,0.000,0.000,0.000,0.000
 , ,20.45E-9,0.000,0.000,0.000,0.000
 , ,20.47E-9,0.000,0.000,0.000,0.000
 , ,20.48E-9,0.000,0.000,0.000,0.000
 , ,20.50E-9,0.000,0.000,0.000,0.000
 , ,20.51E-9,0.000,0.000,0.000,0.000
 , ,20.53E-9,0.000,0.000,0.000,0.000
 , ,20.54E-9,0.000,0.000,0.000,0.000
 , ,20.55E-9,0.000,0.000,0.000,0.000
 , ,20.56E-9,0.000,0.000,0.000,0.000
 , ,20.57E-9,0.000,0.000,0.000,0.000
 , ,20.59E-9,0.000,0.000,0.000,0.000
 , ,20.60E-9,0.000,0.000,0.000,0.000
 , ,20.62E-9,0.000,0.000,0.000,0.000
 , ,20.63E-9,0.000,0.000,0.000,0.000
 , ,20.65E-9,0.000,0.000,0.000,0.000
 , ,20.66E-9,0.000,0.000,0.000,0.000
 , ,20.68E-9,0.000,0.000,0.000,0.000
 , ,20.69E-9,0.000,0.000,0.000,0.000
 , ,20.71E-9,0.000,0.000,0.000,0.000
 , ,20.73E-9,0.000,0.000,0.000,0.000
 , ,20.76E-9,0.000,0.000,0.000,0.000
 , ,20.80E-9,0.000,0.000,0.000,0.000
 , ,20.85E-9,0.000,0.000,0.000,0.000
 , ,20.91E-9,0.000,0.000,0.000,0.000
 , ,20.97E-9,0.000,0.000,0.000,0.000
 , ,21.04E-9,0.000,0.000,0.000,0.000
 , ,21.12E-9,0.000,0.000,0.000,0.000
 , ,21.19E-9,0.000,0.000,0.000,0.000
 , ,21.26E-9,0.000,0.000,0.000,0.000
 , ,21.37E-9,0.000,0.000,0.000,0.000
 , ,21.48E-9,0.000,0.000,0.000,0.000
 , ,21.60E-9,0.000,0.000,0.000,0.000
 , ,21.73E-9,0.000,0.000,0.000,0.000
 , ,21.89E-9,0.000,0.000,0.000,0.000
 , ,22.00E-9,0.000,0.000,0.000,0.000
 , ,22.01E-9,112.5E-3,112.5E-3,112.5E-3,112.5E-3
 , ,22.02E-9,298.2E-3,298.2E-3,298.2E-3,298.2E-3
 , ,22.03E-9,589.6E-3,589.6E-3,589.6E-3,589.6E-3
 , ,22.04E-9,641.6E-3,641.6E-3,641.6E-3,641.6E-3
 , ,22.04E-9,745.5E-3,745.5E-3,745.5E-3,745.5E-3
 , ,22.05E-9,847.2E-3,847.2E-3,847.2E-3,847.2E-3
 , ,22.05E-9,955.4E-3,955.4E-3,955.4E-3,955.4E-3
 , ,22.06E-9,1.034,1.034,1.034,1.034
 , ,22.06E-9,1.121,1.121,1.121,1.121
 , ,22.07E-9,1.184,1.184,1.184,1.184
 , ,22.07E-9,1.258,1.258,1.258,1.258
 , ,22.07E-9,1.336,1.336,1.336,1.336
 , ,22.08E-9,1.423,1.423,1.423,1.423
 , ,22.09E-9,1.541,1.541,1.541,1.541
 , ,22.09E-9,1.689,1.689,1.689,1.689
 , ,22.10E-9,1.800,1.800,1.800,1.800
 , ,22.10E-9,1.800,1.800,1.800,1.800
 , ,22.11E-9,1.800,1.800,1.800,1.800
 , ,22.11E-9,1.800,1.800,1.800,1.800
 , ,22.11E-9,1.800,1.800,1.800,1.800
 , ,22.12E-9,1.800,1.800,1.800,1.800
 , ,22.12E-9,1.800,1.800,1.800,1.800
 , ,22.13E-9,1.800,1.800,1.800,1.800
 , ,22.13E-9,1.800,1.800,1.800,1.800
 , ,22.14E-9,1.800,1.800,1.800,1.800
 , ,22.15E-9,1.800,1.800,1.800,1.800
 , ,22.15E-9,1.800,1.800,1.800,1.800
 , ,22.16E-9,1.800,1.800,1.800,1.800
 , ,22.17E-9,1.800,1.800,1.800,1.800
 , ,22.18E-9,1.800,1.800,1.800,1.800
 , ,22.19E-9,1.800,1.800,1.800,1.800
 , ,22.20E-9,1.800,1.800,1.800,1.800
 , ,22.20E-9,1.800,1.800,1.800,1.800
 , ,22.20E-9,1.800,1.800,1.800,1.800
 , ,22.20E-9,1.800,1.800,1.800,1.800
 , ,22.21E-9,1.800,1.800,1.800,1.800
 , ,22.21E-9,1.800,1.800,1.800,1.800
 , ,22.22E-9,1.800,1.800,1.800,1.800
 , ,22.22E-9,1.800,1.800,1.800,1.800
 , ,22.23E-9,1.800,1.800,1.800,1.800
 , ,22.23E-9,1.800,1.800,1.800,1.800
 , ,22.23E-9,1.800,1.800,1.800,1.800
 , ,22.24E-9,1.800,1.800,1.800,1.800
 , ,22.24E-9,1.800,1.800,1.800,1.800
 , ,22.25E-9,1.800,1.800,1.800,1.800
 , ,22.25E-9,1.800,1.800,1.800,1.800
 , ,22.26E-9,1.800,1.800,1.800,1.800
 , ,22.27E-9,1.800,1.800,1.800,1.800
 , ,22.27E-9,1.800,1.800,1.800,1.800
 , ,22.28E-9,1.800,1.800,1.800,1.800
 , ,22.28E-9,1.800,1.800,1.800,1.800
 , ,22.29E-9,1.800,1.800,1.800,1.800
 , ,22.29E-9,1.800,1.800,1.800,1.800
 , ,22.30E-9,1.800,1.800,1.800,1.800
 , ,22.31E-9,1.800,1.800,1.800,1.800
 , ,22.32E-9,1.800,1.800,1.800,1.800
 , ,22.33E-9,1.800,1.800,1.800,1.800
 , ,22.34E-9,1.800,1.800,1.800,1.800
 , ,22.35E-9,1.800,1.800,1.800,1.800
 , ,22.36E-9,1.800,1.800,1.800,1.800
 , ,22.37E-9,1.800,1.800,1.800,1.800
 , ,22.38E-9,1.800,1.800,1.800,1.800
 , ,22.38E-9,1.800,1.800,1.800,1.800
 , ,22.40E-9,1.800,1.800,1.800,1.800
 , ,22.41E-9,1.800,1.800,1.800,1.800
 , ,22.42E-9,1.800,1.800,1.800,1.800
 , ,22.43E-9,1.800,1.800,1.800,1.800
 , ,22.44E-9,1.800,1.800,1.800,1.800
 , ,22.45E-9,1.800,1.800,1.800,1.800
 , ,22.46E-9,1.800,1.800,1.800,1.800
 , ,22.47E-9,1.800,1.800,1.800,1.800
 , ,22.48E-9,1.800,1.800,1.800,1.800
 , ,22.49E-9,1.800,1.800,1.800,1.800
 , ,22.49E-9,1.800,1.800,1.800,1.800
 , ,22.50E-9,1.800,1.800,1.800,1.800
 , ,22.50E-9,1.800,1.800,1.800,1.800
 , ,22.51E-9,1.800,1.800,1.800,1.800
 , ,22.52E-9,1.800,1.800,1.800,1.800
 , ,22.54E-9,1.800,1.800,1.800,1.800
 , ,22.55E-9,1.800,1.800,1.800,1.800
 , ,22.56E-9,1.800,1.800,1.800,1.800
 , ,22.57E-9,1.800,1.800,1.800,1.800
 , ,22.57E-9,1.800,1.800,1.800,1.800
 , ,22.58E-9,1.800,1.800,1.800,1.800
 , ,22.59E-9,1.800,1.800,1.800,1.800
 , ,22.60E-9,1.800,1.800,1.800,1.800
 , ,22.62E-9,1.800,1.800,1.800,1.800
 , ,22.64E-9,1.800,1.800,1.800,1.800
 , ,22.67E-9,1.800,1.800,1.800,1.800
 , ,22.71E-9,1.800,1.800,1.800,1.800
 , ,22.75E-9,1.800,1.800,1.800,1.800
 , ,22.80E-9,1.800,1.800,1.800,1.800
 , ,22.86E-9,1.800,1.800,1.800,1.800
 , ,22.93E-9,1.800,1.800,1.800,1.800
 , ,23.02E-9,1.800,1.800,1.800,1.800
 , ,23.12E-9,1.800,1.800,1.800,1.800
 , ,23.22E-9,1.800,1.800,1.800,1.800
 , ,23.32E-9,1.800,1.800,1.800,1.800
 , ,23.40E-9,1.800,1.800,1.800,1.800
 , ,23.49E-9,1.800,1.800,1.800,1.800
 , ,23.64E-9,1.800,1.800,1.800,1.800
 , ,23.84E-9,1.800,1.800,1.800,1.800
 , ,24.00E-9,1.800,1.800,1.800,1.800
 , ,24.01E-9,1.800,1.800,1.800,1.800
 , ,24.02E-9,1.800,1.800,1.800,1.800
 , ,24.02E-9,1.800,1.800,1.800,1.800
 , ,24.03E-9,1.800,1.800,1.800,1.800
 , ,24.03E-9,1.800,1.800,1.800,1.800
 , ,24.04E-9,1.800,1.800,1.800,1.800
 , ,24.05E-9,1.800,1.800,1.800,1.800
 , ,24.05E-9,1.800,1.800,1.800,1.800
 , ,24.05E-9,1.800,1.800,1.800,1.800
 , ,24.06E-9,1.800,1.800,1.800,1.800
 , ,24.06E-9,1.800,1.800,1.800,1.800
 , ,24.07E-9,1.800,1.800,1.800,1.800
 , ,24.08E-9,1.800,1.800,1.800,1.800
 , ,24.09E-9,1.800,1.800,1.800,1.800
 , ,24.09E-9,1.800,1.800,1.800,1.800
 , ,24.10E-9,1.800,1.800,1.800,1.800
 , ,24.10E-9,1.760,1.760,1.760,1.760
 , ,24.11E-9,1.700,1.700,1.700,1.700
 , ,24.11E-9,1.644,1.644,1.644,1.644
 , ,24.11E-9,1.565,1.565,1.565,1.565
 , ,24.12E-9,1.477,1.477,1.477,1.477
 , ,24.12E-9,1.388,1.388,1.388,1.388
 , ,24.13E-9,1.311,1.311,1.311,1.311
 , ,24.13E-9,1.212,1.212,1.212,1.212
 , ,24.14E-9,1.098,1.098,1.098,1.098
 , ,24.15E-9,958.8E-3,958.8E-3,958.8E-3,958.8E-3
 , ,24.15E-9,815.8E-3,815.8E-3,815.8E-3,815.8E-3
 , ,24.16E-9,651.0E-3,651.0E-3,651.0E-3,651.0E-3
 , ,24.17E-9,453.3E-3,453.3E-3,453.3E-3,453.3E-3
 , ,24.18E-9,288.6E-3,288.6E-3,288.6E-3,288.6E-3
 , ,24.19E-9,163.1E-3,163.1E-3,163.1E-3,163.1E-3
 , ,24.20E-9,81.57E-3,81.57E-3,81.57E-3,81.57E-3
 , ,24.20E-9,0.000,0.000,0.000,0.000
 , ,24.20E-9,0.000,0.000,0.000,0.000
 , ,24.20E-9,0.000,0.000,0.000,0.000
 , ,24.21E-9,0.000,0.000,0.000,0.000
 , ,24.21E-9,0.000,0.000,0.000,0.000
 , ,24.22E-9,0.000,0.000,0.000,0.000
 , ,24.22E-9,0.000,0.000,0.000,0.000
 , ,24.23E-9,0.000,0.000,0.000,0.000
 , ,24.24E-9,0.000,0.000,0.000,0.000
 , ,24.25E-9,0.000,0.000,0.000,0.000
 , ,24.26E-9,0.000,0.000,0.000,0.000
 , ,24.27E-9,0.000,0.000,0.000,0.000
 , ,24.28E-9,0.000,0.000,0.000,0.000
 , ,24.30E-9,0.000,0.000,0.000,0.000
 , ,24.31E-9,0.000,0.000,0.000,0.000
 , ,24.32E-9,0.000,0.000,0.000,0.000
 , ,24.34E-9,0.000,0.000,0.000,0.000
 , ,24.35E-9,0.000,0.000,0.000,0.000
 , ,24.36E-9,0.000,0.000,0.000,0.000
 , ,24.37E-9,0.000,0.000,0.000,0.000
 , ,24.38E-9,0.000,0.000,0.000,0.000
 , ,24.39E-9,0.000,0.000,0.000,0.000
 , ,24.39E-9,0.000,0.000,0.000,0.000
 , ,24.40E-9,0.000,0.000,0.000,0.000
 , ,24.40E-9,0.000,0.000,0.000,0.000
 , ,24.41E-9,0.000,0.000,0.000,0.000
 , ,24.41E-9,0.000,0.000,0.000,0.000
 , ,24.42E-9,0.000,0.000,0.000,0.000
 , ,24.42E-9,0.000,0.000,0.000,0.000
 , ,24.43E-9,0.000,0.000,0.000,0.000
 , ,24.44E-9,0.000,0.000,0.000,0.000
 , ,24.44E-9,0.000,0.000,0.000,0.000
 , ,24.45E-9,0.000,0.000,0.000,0.000
 , ,24.47E-9,0.000,0.000,0.000,0.000
 , ,24.48E-9,0.000,0.000,0.000,0.000
 , ,24.50E-9,0.000,0.000,0.000,0.000
 , ,24.51E-9,0.000,0.000,0.000,0.000
 , ,24.53E-9,0.000,0.000,0.000,0.000
 , ,24.54E-9,0.000,0.000,0.000,0.000
 , ,24.55E-9,0.000,0.000,0.000,0.000
 , ,24.56E-9,0.000,0.000,0.000,0.000
 , ,24.57E-9,0.000,0.000,0.000,0.000
 , ,24.59E-9,0.000,0.000,0.000,0.000
 , ,24.60E-9,0.000,0.000,0.000,0.000
 , ,24.62E-9,0.000,0.000,0.000,0.000
 , ,24.63E-9,0.000,0.000,0.000,0.000
 , ,24.65E-9,0.000,0.000,0.000,0.000
 , ,24.66E-9,0.000,0.000,0.000,0.000
 , ,24.68E-9,0.000,0.000,0.000,0.000
 , ,24.69E-9,0.000,0.000,0.000,0.000
 , ,24.71E-9,0.000,0.000,0.000,0.000
 , ,24.73E-9,0.000,0.000,0.000,0.000
 , ,24.76E-9,0.000,0.000,0.000,0.000
 , ,24.80E-9,0.000,0.000,0.000,0.000
 , ,24.85E-9,0.000,0.000,0.000,0.000
 , ,24.91E-9,0.000,0.000,0.000,0.000
 , ,24.97E-9,0.000,0.000,0.000,0.000
 , ,25.04E-9,0.000,0.000,0.000,0.000
 , ,25.12E-9,0.000,0.000,0.000,0.000
 , ,25.19E-9,0.000,0.000,0.000,0.000
 , ,25.26E-9,0.000,0.000,0.000,0.000
 , ,25.37E-9,0.000,0.000,0.000,0.000
 , ,25.48E-9,0.000,0.000,0.000,0.000
 , ,25.60E-9,0.000,0.000,0.000,0.000
 , ,25.73E-9,0.000,0.000,0.000,0.000
 , ,25.89E-9,0.000,0.000,0.000,0.000
 , ,26.00E-9,0.000,0.000,0.000,0.000
 , ,26.01E-9,112.5E-3,112.5E-3,112.5E-3,112.5E-3
 , ,26.02E-9,298.2E-3,298.2E-3,298.2E-3,298.2E-3
 , ,26.03E-9,589.5E-3,589.5E-3,589.5E-3,589.5E-3
 , ,26.04E-9,641.5E-3,641.5E-3,641.5E-3,641.5E-3
 , ,26.04E-9,745.5E-3,745.5E-3,745.5E-3,745.5E-3
 , ,26.05E-9,847.2E-3,847.2E-3,847.2E-3,847.2E-3
 , ,26.05E-9,955.4E-3,955.4E-3,955.4E-3,955.4E-3
 , ,26.06E-9,1.034,1.034,1.034,1.034
 , ,26.06E-9,1.121,1.121,1.121,1.121
 , ,26.07E-9,1.184,1.184,1.184,1.184
 , ,26.07E-9,1.258,1.258,1.258,1.258
 , ,26.07E-9,1.336,1.336,1.336,1.336
 , ,26.08E-9,1.423,1.423,1.423,1.423
 , ,26.09E-9,1.541,1.541,1.541,1.541
 , ,26.09E-9,1.689,1.689,1.689,1.689
 , ,26.10E-9,1.800,1.800,1.800,1.800
 , ,26.10E-9,1.800,1.800,1.800,1.800
 , ,26.11E-9,1.800,1.800,1.800,1.800
 , ,26.11E-9,1.800,1.800,1.800,1.800
 , ,26.11E-9,1.800,1.800,1.800,1.800
 , ,26.12E-9,1.800,1.800,1.800,1.800
 , ,26.12E-9,1.800,1.800,1.800,1.800
 , ,26.13E-9,1.800,1.800,1.800,1.800
 , ,26.13E-9,1.800,1.800,1.800,1.800
 , ,26.14E-9,1.800,1.800,1.800,1.800
 , ,26.15E-9,1.800,1.800,1.800,1.800
 , ,26.15E-9,1.800,1.800,1.800,1.800
 , ,26.16E-9,1.800,1.800,1.800,1.800
 , ,26.17E-9,1.800,1.800,1.800,1.800
 , ,26.18E-9,1.800,1.800,1.800,1.800
 , ,26.19E-9,1.800,1.800,1.800,1.800
 , ,26.20E-9,1.800,1.800,1.800,1.800
 , ,26.20E-9,1.800,1.800,1.800,1.800
 , ,26.20E-9,1.800,1.800,1.800,1.800
 , ,26.20E-9,1.800,1.800,1.800,1.800
 , ,26.21E-9,1.800,1.800,1.800,1.800
 , ,26.21E-9,1.800,1.800,1.800,1.800
 , ,26.22E-9,1.800,1.800,1.800,1.800
 , ,26.22E-9,1.800,1.800,1.800,1.800
 , ,26.23E-9,1.800,1.800,1.800,1.800
 , ,26.23E-9,1.800,1.800,1.800,1.800
 , ,26.23E-9,1.800,1.800,1.800,1.800
 , ,26.24E-9,1.800,1.800,1.800,1.800
 , ,26.24E-9,1.800,1.800,1.800,1.800
 , ,26.25E-9,1.800,1.800,1.800,1.800
 , ,26.25E-9,1.800,1.800,1.800,1.800
 , ,26.26E-9,1.800,1.800,1.800,1.800
 , ,26.27E-9,1.800,1.800,1.800,1.800
 , ,26.27E-9,1.800,1.800,1.800,1.800
 , ,26.28E-9,1.800,1.800,1.800,1.800
 , ,26.28E-9,1.800,1.800,1.800,1.800
 , ,26.29E-9,1.800,1.800,1.800,1.800
 , ,26.29E-9,1.800,1.800,1.800,1.800
 , ,26.30E-9,1.800,1.800,1.800,1.800
 , ,26.31E-9,1.800,1.800,1.800,1.800
 , ,26.32E-9,1.800,1.800,1.800,1.800
 , ,26.33E-9,1.800,1.800,1.800,1.800
 , ,26.34E-9,1.800,1.800,1.800,1.800
 , ,26.35E-9,1.800,1.800,1.800,1.800
 , ,26.36E-9,1.800,1.800,1.800,1.800
 , ,26.37E-9,1.800,1.800,1.800,1.800
 , ,26.38E-9,1.800,1.800,1.800,1.800
 , ,26.38E-9,1.800,1.800,1.800,1.800
 , ,26.40E-9,1.800,1.800,1.800,1.800
 , ,26.41E-9,1.800,1.800,1.800,1.800
 , ,26.42E-9,1.800,1.800,1.800,1.800
 , ,26.43E-9,1.800,1.800,1.800,1.800
 , ,26.44E-9,1.800,1.800,1.800,1.800
 , ,26.45E-9,1.800,1.800,1.800,1.800
 , ,26.46E-9,1.800,1.800,1.800,1.800
 , ,26.47E-9,1.800,1.800,1.800,1.800
 , ,26.48E-9,1.800,1.800,1.800,1.800
 , ,26.49E-9,1.800,1.800,1.800,1.800
 , ,26.49E-9,1.800,1.800,1.800,1.800
 , ,26.50E-9,1.800,1.800,1.800,1.800
 , ,26.50E-9,1.800,1.800,1.800,1.800
 , ,26.51E-9,1.800,1.800,1.800,1.800
 , ,26.52E-9,1.800,1.800,1.800,1.800
 , ,26.54E-9,1.800,1.800,1.800,1.800
 , ,26.55E-9,1.800,1.800,1.800,1.800
 , ,26.56E-9,1.800,1.800,1.800,1.800
 , ,26.57E-9,1.800,1.800,1.800,1.800
 , ,26.57E-9,1.800,1.800,1.800,1.800
 , ,26.58E-9,1.800,1.800,1.800,1.800
 , ,26.59E-9,1.800,1.800,1.800,1.800
 , ,26.60E-9,1.800,1.800,1.800,1.800
 , ,26.62E-9,1.800,1.800,1.800,1.800
 , ,26.64E-9,1.800,1.800,1.800,1.800
 , ,26.67E-9,1.800,1.800,1.800,1.800
 , ,26.71E-9,1.800,1.800,1.800,1.800
 , ,26.75E-9,1.800,1.800,1.800,1.800
 , ,26.80E-9,1.800,1.800,1.800,1.800
 , ,26.86E-9,1.800,1.800,1.800,1.800
 , ,26.93E-9,1.800,1.800,1.800,1.800
 , ,27.02E-9,1.800,1.800,1.800,1.800
 , ,27.12E-9,1.800,1.800,1.800,1.800
 , ,27.22E-9,1.800,1.800,1.800,1.800
 , ,27.32E-9,1.800,1.800,1.800,1.800
 , ,27.40E-9,1.800,1.800,1.800,1.800
 , ,27.49E-9,1.800,1.800,1.800,1.800
 , ,27.64E-9,1.800,1.800,1.800,1.800
 , ,27.84E-9,1.800,1.800,1.800,1.800
 , ,28.00E-9,1.800,1.800,1.800,1.800
 , ,28.01E-9,1.800,1.800,1.800,1.800
 , ,28.02E-9,1.800,1.800,1.800,1.800
 , ,28.02E-9,1.800,1.800,1.800,1.800
 , ,28.03E-9,1.800,1.800,1.800,1.800
 , ,28.03E-9,1.800,1.800,1.800,1.800
 , ,28.04E-9,1.800,1.800,1.800,1.800
 , ,28.05E-9,1.800,1.800,1.800,1.800
 , ,28.05E-9,1.800,1.800,1.800,1.800
 , ,28.05E-9,1.800,1.800,1.800,1.800
 , ,28.06E-9,1.800,1.800,1.800,1.800
 , ,28.06E-9,1.800,1.800,1.800,1.800
 , ,28.07E-9,1.800,1.800,1.800,1.800
 , ,28.08E-9,1.800,1.800,1.800,1.800
 , ,28.09E-9,1.800,1.800,1.800,1.800
 , ,28.09E-9,1.800,1.800,1.800,1.800
 , ,28.10E-9,1.800,1.800,1.800,1.800
 , ,28.10E-9,1.760,1.760,1.760,1.760
 , ,28.11E-9,1.700,1.700,1.700,1.700
 , ,28.11E-9,1.644,1.644,1.644,1.644
 , ,28.11E-9,1.565,1.565,1.565,1.565
 , ,28.12E-9,1.477,1.477,1.477,1.477
 , ,28.12E-9,1.388,1.388,1.388,1.388
 , ,28.13E-9,1.311,1.311,1.311,1.311
 , ,28.13E-9,1.212,1.212,1.212,1.212
 , ,28.14E-9,1.098,1.098,1.098,1.098
 , ,28.15E-9,958.8E-3,958.8E-3,958.8E-3,958.8E-3
 , ,28.15E-9,815.8E-3,815.8E-3,815.8E-3,815.8E-3
 , ,28.16E-9,651.0E-3,651.0E-3,651.0E-3,651.0E-3
 , ,28.17E-9,453.3E-3,453.3E-3,453.3E-3,453.3E-3
 , ,28.18E-9,288.6E-3,288.6E-3,288.6E-3,288.6E-3
 , ,28.19E-9,163.1E-3,163.1E-3,163.1E-3,163.1E-3
 , ,28.20E-9,81.57E-3,81.57E-3,81.57E-3,81.57E-3
 , ,28.20E-9,0.000,0.000,0.000,0.000
 , ,28.20E-9,0.000,0.000,0.000,0.000
 , ,28.20E-9,0.000,0.000,0.000,0.000
 , ,28.21E-9,0.000,0.000,0.000,0.000
 , ,28.21E-9,0.000,0.000,0.000,0.000
 , ,28.22E-9,0.000,0.000,0.000,0.000
 , ,28.22E-9,0.000,0.000,0.000,0.000
 , ,28.23E-9,0.000,0.000,0.000,0.000
 , ,28.24E-9,0.000,0.000,0.000,0.000
 , ,28.25E-9,0.000,0.000,0.000,0.000
 , ,28.26E-9,0.000,0.000,0.000,0.000
 , ,28.27E-9,0.000,0.000,0.000,0.000
 , ,28.28E-9,0.000,0.000,0.000,0.000
 , ,28.30E-9,0.000,0.000,0.000,0.000
 , ,28.31E-9,0.000,0.000,0.000,0.000
 , ,28.32E-9,0.000,0.000,0.000,0.000
 , ,28.34E-9,0.000,0.000,0.000,0.000
 , ,28.35E-9,0.000,0.000,0.000,0.000
 , ,28.36E-9,0.000,0.000,0.000,0.000
 , ,28.37E-9,0.000,0.000,0.000,0.000
 , ,28.38E-9,0.000,0.000,0.000,0.000
 , ,28.39E-9,0.000,0.000,0.000,0.000
 , ,28.39E-9,0.000,0.000,0.000,0.000
 , ,28.40E-9,0.000,0.000,0.000,0.000
 , ,28.40E-9,0.000,0.000,0.000,0.000
 , ,28.41E-9,0.000,0.000,0.000,0.000
 , ,28.41E-9,0.000,0.000,0.000,0.000
 , ,28.42E-9,0.000,0.000,0.000,0.000
 , ,28.42E-9,0.000,0.000,0.000,0.000
 , ,28.43E-9,0.000,0.000,0.000,0.000
 , ,28.44E-9,0.000,0.000,0.000,0.000
 , ,28.44E-9,0.000,0.000,0.000,0.000
 , ,28.45E-9,0.000,0.000,0.000,0.000
 , ,28.47E-9,0.000,0.000,0.000,0.000
 , ,28.48E-9,0.000,0.000,0.000,0.000
 , ,28.50E-9,0.000,0.000,0.000,0.000
 , ,28.51E-9,0.000,0.000,0.000,0.000
 , ,28.53E-9,0.000,0.000,0.000,0.000
 , ,28.54E-9,0.000,0.000,0.000,0.000
 , ,28.55E-9,0.000,0.000,0.000,0.000
 , ,28.56E-9,0.000,0.000,0.000,0.000
 , ,28.57E-9,0.000,0.000,0.000,0.000
 , ,28.59E-9,0.000,0.000,0.000,0.000
 , ,28.60E-9,0.000,0.000,0.000,0.000
 , ,28.62E-9,0.000,0.000,0.000,0.000
 , ,28.63E-9,0.000,0.000,0.000,0.000
 , ,28.65E-9,0.000,0.000,0.000,0.000
 , ,28.66E-9,0.000,0.000,0.000,0.000
 , ,28.68E-9,0.000,0.000,0.000,0.000
 , ,28.69E-9,0.000,0.000,0.000,0.000
 , ,28.71E-9,0.000,0.000,0.000,0.000
 , ,28.73E-9,0.000,0.000,0.000,0.000
 , ,28.76E-9,0.000,0.000,0.000,0.000
 , ,28.80E-9,0.000,0.000,0.000,0.000
 , ,28.85E-9,0.000,0.000,0.000,0.000
 , ,28.91E-9,0.000,0.000,0.000,0.000
 , ,28.97E-9,0.000,0.000,0.000,0.000
 , ,29.04E-9,0.000,0.000,0.000,0.000
 , ,29.12E-9,0.000,0.000,0.000,0.000
 , ,29.19E-9,0.000,0.000,0.000,0.000
 , ,29.26E-9,0.000,0.000,0.000,0.000
 , ,29.37E-9,0.000,0.000,0.000,0.000
 , ,29.48E-9,0.000,0.000,0.000,0.000
 , ,29.60E-9,0.000,0.000,0.000,0.000
 , ,29.73E-9,0.000,0.000,0.000,0.000
 , ,29.89E-9,0.000,0.000,0.000,0.000
 , ,30.00E-9,0.000,0.000,0.000,0.000
