Expression ,Value,time (s),/Bin<0> (V),/Ain<0> (V),/Bin<1> (V),/Ain<1> (V)
 , ,10.11E-9,1.800,1.800,1.800,1.800
 , ,10.12E-9,1.800,1.800,1.800,1.800
 , ,10.12E-9,1.800,1.800,1.800,1.800
 , ,10.13E-9,1.800,1.800,1.800,1.800
 , ,10.13E-9,1.800,1.800,1.800,1.800
 , ,10.14E-9,1.800,1.800,1.800,1.800
 , ,10.15E-9,1.800,1.800,1.800,1.800
 , ,10.15E-9,1.800,1.800,1.800,1.800
 , ,10.16E-9,1.800,1.800,1.800,1.800
 , ,10.17E-9,1.800,1.800,1.800,1.800
 , ,10.18E-9,1.800,1.800,1.800,1.800
 , ,10.19E-9,1.800,1.800,1.800,1.800
 , ,10.20E-9,1.800,1.800,1.800,1.800
 , ,10.20E-9,1.800,1.800,1.800,1.800
 , ,10.20E-9,1.800,1.800,1.800,1.800
 , ,10.20E-9,1.800,1.800,1.800,1.800
 , ,10.21E-9,1.800,1.800,1.800,1.800
 , ,10.21E-9,1.800,1.800,1.800,1.800
 , ,10.22E-9,1.800,1.800,1.800,1.800
 , ,10.22E-9,1.800,1.800,1.800,1.800
 , ,10.23E-9,1.800,1.800,1.800,1.800
 , ,10.23E-9,1.800,1.800,1.800,1.800
 , ,10.23E-9,1.800,1.800,1.800,1.800
 , ,10.24E-9,1.800,1.800,1.800,1.800
 , ,10.24E-9,1.800,1.800,1.800,1.800
 , ,10.25E-9,1.800,1.800,1.800,1.800
 , ,10.25E-9,1.800,1.800,1.800,1.800
 , ,10.26E-9,1.800,1.800,1.800,1.800
 , ,10.27E-9,1.800,1.800,1.800,1.800
 , ,10.27E-9,1.800,1.800,1.800,1.800
 , ,10.28E-9,1.800,1.800,1.800,1.800
 , ,10.28E-9,1.800,1.800,1.800,1.800
 , ,10.29E-9,1.800,1.800,1.800,1.800
 , ,10.29E-9,1.800,1.800,1.800,1.800
 , ,10.30E-9,1.800,1.800,1.800,1.800
 , ,10.31E-9,1.800,1.800,1.800,1.800
 , ,10.32E-9,1.800,1.800,1.800,1.800
 , ,10.33E-9,1.800,1.800,1.800,1.800
 , ,10.34E-9,1.800,1.800,1.800,1.800
 , ,10.35E-9,1.800,1.800,1.800,1.800
 , ,10.36E-9,1.800,1.800,1.800,1.800
 , ,10.37E-9,1.800,1.800,1.800,1.800
 , ,10.38E-9,1.800,1.800,1.800,1.800
 , ,10.38E-9,1.800,1.800,1.800,1.800
 , ,10.40E-9,1.800,1.800,1.800,1.800
 , ,10.41E-9,1.800,1.800,1.800,1.800
 , ,10.42E-9,1.800,1.800,1.800,1.800
 , ,10.43E-9,1.800,1.800,1.800,1.800
 , ,10.44E-9,1.800,1.800,1.800,1.800
 , ,10.45E-9,1.800,1.800,1.800,1.800
 , ,10.46E-9,1.800,1.800,1.800,1.800
 , ,10.47E-9,1.800,1.800,1.800,1.800
 , ,10.48E-9,1.800,1.800,1.800,1.800
 , ,10.49E-9,1.800,1.800,1.800,1.800
 , ,10.49E-9,1.800,1.800,1.800,1.800
 , ,10.50E-9,1.800,1.800,1.800,1.800
 , ,10.50E-9,1.800,1.800,1.800,1.800
 , ,10.51E-9,1.800,1.800,1.800,1.800
 , ,10.52E-9,1.800,1.800,1.800,1.800
 , ,10.54E-9,1.800,1.800,1.800,1.800
 , ,10.55E-9,1.800,1.800,1.800,1.800
 , ,10.56E-9,1.800,1.800,1.800,1.800
 , ,10.57E-9,1.800,1.800,1.800,1.800
 , ,10.57E-9,1.800,1.800,1.800,1.800
 , ,10.58E-9,1.800,1.800,1.800,1.800
 , ,10.59E-9,1.800,1.800,1.800,1.800
 , ,10.60E-9,1.800,1.800,1.800,1.800
 , ,10.62E-9,1.800,1.800,1.800,1.800
 , ,10.64E-9,1.800,1.800,1.800,1.800
 , ,10.67E-9,1.800,1.800,1.800,1.800
 , ,10.71E-9,1.800,1.800,1.800,1.800
 , ,10.75E-9,1.800,1.800,1.800,1.800
 , ,10.80E-9,1.800,1.800,1.800,1.800
 , ,10.86E-9,1.800,1.800,1.800,1.800
 , ,10.93E-9,1.800,1.800,1.800,1.800
 , ,11.02E-9,1.800,1.800,1.800,1.800
 , ,11.12E-9,1.800,1.800,1.800,1.800
 , ,11.22E-9,1.800,1.800,1.800,1.800
 , ,11.32E-9,1.800,1.800,1.800,1.800
 , ,11.40E-9,1.800,1.800,1.800,1.800
 , ,11.49E-9,1.800,1.800,1.800,1.800
 , ,11.64E-9,1.800,1.800,1.800,1.800
 , ,11.84E-9,1.800,1.800,1.800,1.800
 , ,12.00E-9,1.800,1.800,1.800,1.800
 , ,12.01E-9,1.800,1.800,1.800,1.800
 , ,12.02E-9,1.800,1.800,1.800,1.800
 , ,12.02E-9,1.800,1.800,1.800,1.800
 , ,12.03E-9,1.800,1.800,1.800,1.800
 , ,12.03E-9,1.800,1.800,1.800,1.800
 , ,12.04E-9,1.800,1.800,1.800,1.800
 , ,12.05E-9,1.800,1.800,1.800,1.800
 , ,12.05E-9,1.800,1.800,1.800,1.800
 , ,12.05E-9,1.800,1.800,1.800,1.800
 , ,12.06E-9,1.800,1.800,1.800,1.800
 , ,12.06E-9,1.800,1.800,1.800,1.800
 , ,12.07E-9,1.800,1.800,1.800,1.800
 , ,12.08E-9,1.800,1.800,1.800,1.800
 , ,12.09E-9,1.800,1.800,1.800,1.800
 , ,12.09E-9,1.800,1.800,1.800,1.800
 , ,12.10E-9,1.800,1.800,1.800,1.800
 , ,12.10E-9,1.760,1.760,1.760,1.760
 , ,12.11E-9,1.700,1.700,1.700,1.700
 , ,12.11E-9,1.644,1.644,1.644,1.644
 , ,12.11E-9,1.565,1.565,1.565,1.565
 , ,12.12E-9,1.477,1.477,1.477,1.477
 , ,12.12E-9,1.388,1.388,1.388,1.388
 , ,12.13E-9,1.311,1.311,1.311,1.311
 , ,12.13E-9,1.212,1.212,1.212,1.212
 , ,12.14E-9,1.098,1.098,1.098,1.098
 , ,12.15E-9,958.8E-3,958.8E-3,958.8E-3,958.8E-3
 , ,12.15E-9,815.8E-3,815.8E-3,815.8E-3,815.8E-3
 , ,12.16E-9,651.0E-3,651.0E-3,651.0E-3,651.0E-3
 , ,12.17E-9,453.3E-3,453.3E-3,453.3E-3,453.3E-3
 , ,12.18E-9,288.6E-3,288.6E-3,288.6E-3,288.6E-3
 , ,12.19E-9,163.1E-3,163.1E-3,163.1E-3,163.1E-3
 , ,12.20E-9,81.57E-3,81.57E-3,81.57E-3,81.57E-3
 , ,12.20E-9,35.97E-15,35.97E-15,35.97E-15,35.97E-15
 , ,12.20E-9,0.000,0.000,0.000,0.000
 , ,12.20E-9,0.000,0.000,0.000,0.000
 , ,12.21E-9,0.000,0.000,0.000,0.000
 , ,12.21E-9,0.000,0.000,0.000,0.000
 , ,12.22E-9,0.000,0.000,0.000,0.000
 , ,12.22E-9,0.000,0.000,0.000,0.000
 , ,12.23E-9,0.000,0.000,0.000,0.000
 , ,12.24E-9,0.000,0.000,0.000,0.000
 , ,12.25E-9,0.000,0.000,0.000,0.000
 , ,12.26E-9,0.000,0.000,0.000,0.000
 , ,12.27E-9,0.000,0.000,0.000,0.000
 , ,12.28E-9,0.000,0.000,0.000,0.000
 , ,12.30E-9,0.000,0.000,0.000,0.000
 , ,12.31E-9,0.000,0.000,0.000,0.000
 , ,12.32E-9,0.000,0.000,0.000,0.000
 , ,12.34E-9,0.000,0.000,0.000,0.000
 , ,12.35E-9,0.000,0.000,0.000,0.000
 , ,12.36E-9,0.000,0.000,0.000,0.000
 , ,12.37E-9,0.000,0.000,0.000,0.000
 , ,12.38E-9,0.000,0.000,0.000,0.000
 , ,12.39E-9,0.000,0.000,0.000,0.000
 , ,12.39E-9,0.000,0.000,0.000,0.000
 , ,12.40E-9,0.000,0.000,0.000,0.000
 , ,12.40E-9,0.000,0.000,0.000,0.000
 , ,12.41E-9,0.000,0.000,0.000,0.000
 , ,12.41E-9,0.000,0.000,0.000,0.000
 , ,12.42E-9,0.000,0.000,0.000,0.000
 , ,12.42E-9,0.000,0.000,0.000,0.000
 , ,12.43E-9,0.000,0.000,0.000,0.000
 , ,12.44E-9,0.000,0.000,0.000,0.000
 , ,12.44E-9,0.000,0.000,0.000,0.000
 , ,12.45E-9,0.000,0.000,0.000,0.000
 , ,12.47E-9,0.000,0.000,0.000,0.000
 , ,12.48E-9,0.000,0.000,0.000,0.000
 , ,12.50E-9,0.000,0.000,0.000,0.000
 , ,12.51E-9,0.000,0.000,0.000,0.000
 , ,12.53E-9,0.000,0.000,0.000,0.000
 , ,12.54E-9,0.000,0.000,0.000,0.000
 , ,12.55E-9,0.000,0.000,0.000,0.000
 , ,12.56E-9,0.000,0.000,0.000,0.000
 , ,12.57E-9,0.000,0.000,0.000,0.000
 , ,12.59E-9,0.000,0.000,0.000,0.000
 , ,12.60E-9,0.000,0.000,0.000,0.000
 , ,12.62E-9,0.000,0.000,0.000,0.000
 , ,12.63E-9,0.000,0.000,0.000,0.000
 , ,12.65E-9,0.000,0.000,0.000,0.000
 , ,12.66E-9,0.000,0.000,0.000,0.000
 , ,12.68E-9,0.000,0.000,0.000,0.000
 , ,12.69E-9,0.000,0.000,0.000,0.000
 , ,12.71E-9,0.000,0.000,0.000,0.000
 , ,12.73E-9,0.000,0.000,0.000,0.000
 , ,12.76E-9,0.000,0.000,0.000,0.000
 , ,12.80E-9,0.000,0.000,0.000,0.000
 , ,12.85E-9,0.000,0.000,0.000,0.000
 , ,12.91E-9,0.000,0.000,0.000,0.000
 , ,12.97E-9,0.000,0.000,0.000,0.000
 , ,13.04E-9,0.000,0.000,0.000,0.000
 , ,13.12E-9,0.000,0.000,0.000,0.000
 , ,13.19E-9,0.000,0.000,0.000,0.000
 , ,13.26E-9,0.000,0.000,0.000,0.000
 , ,13.37E-9,0.000,0.000,0.000,0.000
 , ,13.48E-9,0.000,0.000,0.000,0.000
 , ,13.60E-9,0.000,0.000,0.000,0.000
 , ,13.72E-9,0.000,0.000,0.000,0.000
 , ,13.89E-9,0.000,0.000,0.000,0.000
 , ,14.00E-9,0.000,0.000,0.000,0.000
 , ,14.01E-9,112.5E-3,112.5E-3,112.5E-3,112.5E-3
 , ,14.02E-9,298.2E-3,298.2E-3,298.2E-3,298.2E-3
 , ,14.03E-9,589.7E-3,589.7E-3,589.7E-3,589.7E-3
 , ,14.04E-9,641.7E-3,641.7E-3,641.7E-3,641.7E-3
 , ,14.04E-9,745.6E-3,745.6E-3,745.6E-3,745.6E-3
 , ,14.05E-9,847.3E-3,847.3E-3,847.3E-3,847.3E-3
 , ,14.05E-9,955.5E-3,955.5E-3,955.5E-3,955.5E-3
 , ,14.06E-9,1.034,1.034,1.034,1.034
 , ,14.06E-9,1.121,1.121,1.121,1.121
 , ,14.07E-9,1.184,1.184,1.184,1.184
 , ,14.07E-9,1.258,1.258,1.258,1.258
 , ,14.07E-9,1.336,1.336,1.336,1.336
 , ,14.08E-9,1.423,1.423,1.423,1.423
 , ,14.09E-9,1.541,1.541,1.541,1.541
 , ,14.09E-9,1.689,1.689,1.689,1.689
 , ,14.10E-9,1.800,1.800,1.800,1.800
 , ,14.10E-9,1.800,1.800,1.800,1.800
 , ,14.11E-9,1.800,1.800,1.800,1.800
 , ,14.11E-9,1.800,1.800,1.800,1.800
 , ,14.11E-9,1.800,1.800,1.800,1.800
 , ,14.12E-9,1.800,1.800,1.800,1.800
 , ,14.12E-9,1.800,1.800,1.800,1.800
 , ,14.13E-9,1.800,1.800,1.800,1.800
 , ,14.13E-9,1.800,1.800,1.800,1.800
 , ,14.14E-9,1.800,1.800,1.800,1.800
 , ,14.15E-9,1.800,1.800,1.800,1.800
 , ,14.15E-9,1.800,1.800,1.800,1.800
 , ,14.16E-9,1.800,1.800,1.800,1.800
 , ,14.17E-9,1.800,1.800,1.800,1.800
 , ,14.18E-9,1.800,1.800,1.800,1.800
 , ,14.19E-9,1.800,1.800,1.800,1.800
 , ,14.20E-9,1.800,1.800,1.800,1.800
 , ,14.20E-9,1.800,1.800,1.800,1.800
 , ,14.20E-9,1.800,1.800,1.800,1.800
 , ,14.20E-9,1.800,1.800,1.800,1.800
 , ,14.21E-9,1.800,1.800,1.800,1.800
 , ,14.21E-9,1.800,1.800,1.800,1.800
 , ,14.22E-9,1.800,1.800,1.800,1.800
 , ,14.22E-9,1.800,1.800,1.800,1.800
 , ,14.23E-9,1.800,1.800,1.800,1.800
 , ,14.23E-9,1.800,1.800,1.800,1.800
 , ,14.23E-9,1.800,1.800,1.800,1.800
 , ,14.24E-9,1.800,1.800,1.800,1.800
 , ,14.24E-9,1.800,1.800,1.800,1.800
 , ,14.25E-9,1.800,1.800,1.800,1.800
 , ,14.25E-9,1.800,1.800,1.800,1.800
 , ,14.26E-9,1.800,1.800,1.800,1.800
 , ,14.27E-9,1.800,1.800,1.800,1.800
 , ,14.27E-9,1.800,1.800,1.800,1.800
 , ,14.28E-9,1.800,1.800,1.800,1.800
 , ,14.28E-9,1.800,1.800,1.800,1.800
 , ,14.29E-9,1.800,1.800,1.800,1.800
 , ,14.29E-9,1.800,1.800,1.800,1.800
 , ,14.30E-9,1.800,1.800,1.800,1.800
 , ,14.31E-9,1.800,1.800,1.800,1.800
 , ,14.32E-9,1.800,1.800,1.800,1.800
 , ,14.33E-9,1.800,1.800,1.800,1.800
 , ,14.34E-9,1.800,1.800,1.800,1.800
 , ,14.35E-9,1.800,1.800,1.800,1.800
 , ,14.36E-9,1.800,1.800,1.800,1.800
 , ,14.37E-9,1.800,1.800,1.800,1.800
 , ,14.38E-9,1.800,1.800,1.800,1.800
 , ,14.38E-9,1.800,1.800,1.800,1.800
 , ,14.40E-9,1.800,1.800,1.800,1.800
 , ,14.41E-9,1.800,1.800,1.800,1.800
 , ,14.42E-9,1.800,1.800,1.800,1.800
 , ,14.43E-9,1.800,1.800,1.800,1.800
 , ,14.44E-9,1.800,1.800,1.800,1.800
 , ,14.45E-9,1.800,1.800,1.800,1.800
 , ,14.46E-9,1.800,1.800,1.800,1.800
 , ,14.47E-9,1.800,1.800,1.800,1.800
 , ,14.48E-9,1.800,1.800,1.800,1.800
 , ,14.49E-9,1.800,1.800,1.800,1.800
 , ,14.49E-9,1.800,1.800,1.800,1.800
 , ,14.50E-9,1.800,1.800,1.800,1.800
 , ,14.50E-9,1.800,1.800,1.800,1.800
 , ,14.51E-9,1.800,1.800,1.800,1.800
 , ,14.52E-9,1.800,1.800,1.800,1.800
 , ,14.54E-9,1.800,1.800,1.800,1.800
 , ,14.55E-9,1.800,1.800,1.800,1.800
 , ,14.56E-9,1.800,1.800,1.800,1.800
 , ,14.57E-9,1.800,1.800,1.800,1.800
 , ,14.57E-9,1.800,1.800,1.800,1.800
 , ,14.58E-9,1.800,1.800,1.800,1.800
 , ,14.59E-9,1.800,1.800,1.800,1.800
 , ,14.60E-9,1.800,1.800,1.800,1.800
 , ,14.62E-9,1.800,1.800,1.800,1.800
 , ,14.64E-9,1.800,1.800,1.800,1.800
 , ,14.67E-9,1.800,1.800,1.800,1.800
 , ,14.71E-9,1.800,1.800,1.800,1.800
 , ,14.75E-9,1.800,1.800,1.800,1.800
 , ,14.80E-9,1.800,1.800,1.800,1.800
 , ,14.86E-9,1.800,1.800,1.800,1.800
 , ,14.93E-9,1.800,1.800,1.800,1.800
 , ,15.02E-9,1.800,1.800,1.800,1.800
 , ,15.12E-9,1.800,1.800,1.800,1.800
 , ,15.22E-9,1.800,1.800,1.800,1.800
 , ,15.32E-9,1.800,1.800,1.800,1.800
 , ,15.40E-9,1.800,1.800,1.800,1.800
 , ,15.49E-9,1.800,1.800,1.800,1.800
 , ,15.64E-9,1.800,1.800,1.800,1.800
 , ,15.84E-9,1.800,1.800,1.800,1.800
 , ,16.00E-9,1.800,1.800,1.800,1.800
 , ,16.01E-9,1.800,1.800,1.800,1.800
 , ,16.02E-9,1.800,1.800,1.800,1.800
 , ,16.02E-9,1.800,1.800,1.800,1.800
 , ,16.03E-9,1.800,1.800,1.800,1.800
 , ,16.03E-9,1.800,1.800,1.800,1.800
 , ,16.04E-9,1.800,1.800,1.800,1.800
 , ,16.05E-9,1.800,1.800,1.800,1.800
 , ,16.05E-9,1.800,1.800,1.800,1.800
 , ,16.05E-9,1.800,1.800,1.800,1.800
 , ,16.06E-9,1.800,1.800,1.800,1.800
 , ,16.06E-9,1.800,1.800,1.800,1.800
 , ,16.07E-9,1.800,1.800,1.800,1.800
 , ,16.08E-9,1.800,1.800,1.800,1.800
 , ,16.09E-9,1.800,1.800,1.800,1.800
 , ,16.09E-9,1.800,1.800,1.800,1.800
 , ,16.10E-9,1.800,1.800,1.800,1.800
 , ,16.10E-9,1.760,1.760,1.760,1.760
 , ,16.11E-9,1.700,1.700,1.700,1.700
 , ,16.11E-9,1.644,1.644,1.644,1.644
 , ,16.11E-9,1.565,1.565,1.565,1.565
 , ,16.12E-9,1.477,1.477,1.477,1.477
 , ,16.12E-9,1.388,1.388,1.388,1.388
 , ,16.13E-9,1.311,1.311,1.311,1.311
 , ,16.13E-9,1.212,1.212,1.212,1.212
 , ,16.14E-9,1.098,1.098,1.098,1.098
 , ,16.15E-9,958.8E-3,958.8E-3,958.8E-3,958.8E-3
 , ,16.15E-9,815.8E-3,815.8E-3,815.8E-3,815.8E-3
 , ,16.16E-9,651.0E-3,651.0E-3,651.0E-3,651.0E-3
 , ,16.17E-9,453.3E-3,453.3E-3,453.3E-3,453.3E-3
 , ,16.18E-9,288.6E-3,288.6E-3,288.6E-3,288.6E-3
 , ,16.19E-9,163.1E-3,163.1E-3,163.1E-3,163.1E-3
 , ,16.20E-9,81.57E-3,81.57E-3,81.57E-3,81.57E-3
 , ,16.20E-9,0.000,0.000,0.000,0.000
 , ,16.20E-9,0.000,0.000,0.000,0.000
 , ,16.20E-9,0.000,0.000,0.000,0.000
 , ,16.21E-9,0.000,0.000,0.000,0.000
 , ,16.21E-9,0.000,0.000,0.000,0.000
 , ,16.22E-9,0.000,0.000,0.000,0.000
 , ,16.22E-9,0.000,0.000,0.000,0.000
 , ,16.23E-9,0.000,0.000,0.000,0.000
 , ,16.24E-9,0.000,0.000,0.000,0.000
 , ,16.25E-9,0.000,0.000,0.000,0.000
 , ,16.26E-9,0.000,0.000,0.000,0.000
 , ,16.27E-9,0.000,0.000,0.000,0.000
 , ,16.28E-9,0.000,0.000,0.000,0.000
 , ,16.30E-9,0.000,0.000,0.000,0.000
 , ,16.31E-9,0.000,0.000,0.000,0.000
 , ,16.32E-9,0.000,0.000,0.000,0.000
 , ,16.34E-9,0.000,0.000,0.000,0.000
 , ,16.35E-9,0.000,0.000,0.000,0.000
 , ,16.36E-9,0.000,0.000,0.000,0.000
 , ,16.37E-9,0.000,0.000,0.000,0.000
 , ,16.38E-9,0.000,0.000,0.000,0.000
 , ,16.39E-9,0.000,0.000,0.000,0.000
 , ,16.39E-9,0.000,0.000,0.000,0.000
 , ,16.40E-9,0.000,0.000,0.000,0.000
 , ,16.40E-9,0.000,0.000,0.000,0.000
 , ,16.41E-9,0.000,0.000,0.000,0.000
 , ,16.41E-9,0.000,0.000,0.000,0.000
 , ,16.42E-9,0.000,0.000,0.000,0.000
 , ,16.42E-9,0.000,0.000,0.000,0.000
 , ,16.43E-9,0.000,0.000,0.000,0.000
 , ,16.44E-9,0.000,0.000,0.000,0.000
 , ,16.44E-9,0.000,0.000,0.000,0.000
 , ,16.45E-9,0.000,0.000,0.000,0.000
 , ,16.47E-9,0.000,0.000,0.000,0.000
 , ,16.48E-9,0.000,0.000,0.000,0.000
 , ,16.50E-9,0.000,0.000,0.000,0.000
 , ,16.51E-9,0.000,0.000,0.000,0.000
 , ,16.53E-9,0.000,0.000,0.000,0.000
 , ,16.54E-9,0.000,0.000,0.000,0.000
 , ,16.55E-9,0.000,0.000,0.000,0.000
 , ,16.56E-9,0.000,0.000,0.000,0.000
 , ,16.57E-9,0.000,0.000,0.000,0.000
 , ,16.59E-9,0.000,0.000,0.000,0.000
 , ,16.60E-9,0.000,0.000,0.000,0.000
 , ,16.62E-9,0.000,0.000,0.000,0.000
 , ,16.63E-9,0.000,0.000,0.000,0.000
 , ,16.65E-9,0.000,0.000,0.000,0.000
 , ,16.66E-9,0.000,0.000,0.000,0.000
 , ,16.68E-9,0.000,0.000,0.000,0.000
 , ,16.69E-9,0.000,0.000,0.000,0.000
 , ,16.71E-9,0.000,0.000,0.000,0.000
 , ,16.73E-9,0.000,0.000,0.000,0.000
 , ,16.76E-9,0.000,0.000,0.000,0.000
 , ,16.80E-9,0.000,0.000,0.000,0.000
 , ,16.85E-9,0.000,0.000,0.000,0.000
 , ,16.91E-9,0.000,0.000,0.000,0.000
 , ,16.97E-9,0.000,0.000,0.000,0.000
 , ,17.04E-9,0.000,0.000,0.000,0.000
 , ,17.12E-9,0.000,0.000,0.000,0.000
 , ,17.19E-9,0.000,0.000,0.000,0.000
 , ,17.26E-9,0.000,0.000,0.000,0.000
 , ,17.37E-9,0.000,0.000,0.000,0.000
 , ,17.48E-9,0.000,0.000,0.000,0.000
 , ,17.60E-9,0.000,0.000,0.000,0.000
 , ,17.72E-9,0.000,0.000,0.000,0.000
 , ,17.89E-9,0.000,0.000,0.000,0.000
 , ,18.00E-9,0.000,0.000,0.000,0.000
 , ,18.01E-9,112.5E-3,112.5E-3,112.5E-3,112.5E-3
 , ,18.02E-9,298.2E-3,298.2E-3,298.2E-3,298.2E-3
 , ,18.03E-9,589.6E-3,589.6E-3,589.6E-3,589.6E-3
 , ,18.04E-9,641.6E-3,641.6E-3,641.6E-3,641.6E-3
 , ,18.04E-9,745.6E-3,745.6E-3,745.6E-3,745.6E-3
 , ,18.05E-9,847.2E-3,847.2E-3,847.2E-3,847.2E-3
 , ,18.05E-9,955.4E-3,955.4E-3,955.4E-3,955.4E-3
 , ,18.06E-9,1.034,1.034,1.034,1.034
 , ,18.06E-9,1.121,1.121,1.121,1.121
 , ,18.07E-9,1.184,1.184,1.184,1.184
 , ,18.07E-9,1.258,1.258,1.258,1.258
 , ,18.07E-9,1.336,1.336,1.336,1.336
 , ,18.08E-9,1.423,1.423,1.423,1.423
 , ,18.09E-9,1.541,1.541,1.541,1.541
 , ,18.09E-9,1.689,1.689,1.689,1.689
 , ,18.10E-9,1.800,1.800,1.800,1.800
 , ,18.10E-9,1.800,1.800,1.800,1.800
 , ,18.11E-9,1.800,1.800,1.800,1.800
 , ,18.11E-9,1.800,1.800,1.800,1.800
 , ,18.11E-9,1.800,1.800,1.800,1.800
 , ,18.12E-9,1.800,1.800,1.800,1.800
 , ,18.12E-9,1.800,1.800,1.800,1.800
 , ,18.13E-9,1.800,1.800,1.800,1.800
 , ,18.13E-9,1.800,1.800,1.800,1.800
 , ,18.14E-9,1.800,1.800,1.800,1.800
 , ,18.15E-9,1.800,1.800,1.800,1.800
 , ,18.15E-9,1.800,1.800,1.800,1.800
 , ,18.16E-9,1.800,1.800,1.800,1.800
 , ,18.17E-9,1.800,1.800,1.800,1.800
 , ,18.18E-9,1.800,1.800,1.800,1.800
 , ,18.19E-9,1.800,1.800,1.800,1.800
 , ,18.20E-9,1.800,1.800,1.800,1.800
 , ,18.20E-9,1.800,1.800,1.800,1.800
 , ,18.20E-9,1.800,1.800,1.800,1.800
 , ,18.20E-9,1.800,1.800,1.800,1.800
 , ,18.21E-9,1.800,1.800,1.800,1.800
 , ,18.21E-9,1.800,1.800,1.800,1.800
 , ,18.22E-9,1.800,1.800,1.800,1.800
 , ,18.22E-9,1.800,1.800,1.800,1.800
 , ,18.23E-9,1.800,1.800,1.800,1.800
 , ,18.23E-9,1.800,1.800,1.800,1.800
 , ,18.23E-9,1.800,1.800,1.800,1.800
 , ,18.24E-9,1.800,1.800,1.800,1.800
 , ,18.24E-9,1.800,1.800,1.800,1.800
 , ,18.25E-9,1.800,1.800,1.800,1.800
 , ,18.25E-9,1.800,1.800,1.800,1.800
 , ,18.26E-9,1.800,1.800,1.800,1.800
 , ,18.27E-9,1.800,1.800,1.800,1.800
 , ,18.27E-9,1.800,1.800,1.800,1.800
 , ,18.28E-9,1.800,1.800,1.800,1.800
 , ,18.28E-9,1.800,1.800,1.800,1.800
 , ,18.29E-9,1.800,1.800,1.800,1.800
 , ,18.29E-9,1.800,1.800,1.800,1.800
 , ,18.30E-9,1.800,1.800,1.800,1.800
 , ,18.31E-9,1.800,1.800,1.800,1.800
 , ,18.32E-9,1.800,1.800,1.800,1.800
 , ,18.33E-9,1.800,1.800,1.800,1.800
 , ,18.34E-9,1.800,1.800,1.800,1.800
 , ,18.35E-9,1.800,1.800,1.800,1.800
 , ,18.36E-9,1.800,1.800,1.800,1.800
 , ,18.37E-9,1.800,1.800,1.800,1.800
 , ,18.38E-9,1.800,1.800,1.800,1.800
 , ,18.38E-9,1.800,1.800,1.800,1.800
 , ,18.40E-9,1.800,1.800,1.800,1.800
 , ,18.41E-9,1.800,1.800,1.800,1.800
 , ,18.42E-9,1.800,1.800,1.800,1.800
 , ,18.43E-9,1.800,1.800,1.800,1.800
 , ,18.44E-9,1.800,1.800,1.800,1.800
 , ,18.45E-9,1.800,1.800,1.800,1.800
 , ,18.46E-9,1.800,1.800,1.800,1.800
 , ,18.47E-9,1.800,1.800,1.800,1.800
 , ,18.48E-9,1.800,1.800,1.800,1.800
 , ,18.49E-9,1.800,1.800,1.800,1.800
 , ,18.49E-9,1.800,1.800,1.800,1.800
 , ,18.50E-9,1.800,1.800,1.800,1.800
 , ,18.50E-9,1.800,1.800,1.800,1.800
 , ,18.51E-9,1.800,1.800,1.800,1.800
 , ,18.52E-9,1.800,1.800,1.800,1.800
 , ,18.54E-9,1.800,1.800,1.800,1.800
 , ,18.55E-9,1.800,1.800,1.800,1.800
 , ,18.56E-9,1.800,1.800,1.800,1.800
 , ,18.57E-9,1.800,1.800,1.800,1.800
 , ,18.57E-9,1.800,1.800,1.800,1.800
 , ,18.58E-9,1.800,1.800,1.800,1.800
 , ,18.59E-9,1.800,1.800,1.800,1.800
 , ,18.60E-9,1.800,1.800,1.800,1.800
 , ,18.62E-9,1.800,1.800,1.800,1.800
 , ,18.64E-9,1.800,1.800,1.800,1.800
 , ,18.67E-9,1.800,1.800,1.800,1.800
 , ,18.71E-9,1.800,1.800,1.800,1.800
 , ,18.75E-9,1.800,1.800,1.800,1.800
 , ,18.80E-9,1.800,1.800,1.800,1.800
 , ,18.86E-9,1.800,1.800,1.800,1.800
 , ,18.93E-9,1.800,1.800,1.800,1.800
 , ,19.02E-9,1.800,1.800,1.800,1.800
 , ,19.12E-9,1.800,1.800,1.800,1.800
 , ,19.22E-9,1.800,1.800,1.800,1.800
 , ,19.32E-9,1.800,1.800,1.800,1.800
 , ,19.40E-9,1.800,1.800,1.800,1.800
 , ,19.49E-9,1.800,1.800,1.800,1.800
 , ,19.64E-9,1.800,1.800,1.800,1.800
 , ,19.84E-9,1.800,1.800,1.800,1.800
 , ,20.00E-9,1.800,1.800,1.800,1.800
 , ,20.01E-9,1.800,1.800,1.800,1.800
 , ,20.02E-9,1.800,1.800,1.800,1.800
 , ,20.02E-9,1.800,1.800,1.800,1.800
 , ,20.03E-9,1.800,1.800,1.800,1.800
 , ,20.03E-9,1.800,1.800,1.800,1.800
 , ,20.04E-9,1.800,1.800,1.800,1.800
 , ,20.05E-9,1.800,1.800,1.800,1.800
 , ,20.05E-9,1.800,1.800,1.800,1.800
 , ,20.05E-9,1.800,1.800,1.800,1.800
 , ,20.06E-9,1.800,1.800,1.800,1.800
 , ,20.06E-9,1.800,1.800,1.800,1.800
 , ,20.07E-9,1.800,1.800,1.800,1.800
 , ,20.08E-9,1.800,1.800,1.800,1.800
 , ,20.09E-9,1.800,1.800,1.800,1.800
 , ,20.09E-9,1.800,1.800,1.800,1.800
