Expression ,Value,time (s),/Bin<1> (V),/Ain<1> (V),/Ain<0> (V),/Bin<0> (V)
 , ,8.206E-9,0.000,1.800,0.000,1.800
 , ,8.209E-9,0.000,1.800,0.000,1.800
 , ,8.213E-9,0.000,1.800,0.000,1.800
 , ,8.221E-9,0.000,1.800,0.000,1.800
 , ,8.225E-9,0.000,1.800,0.000,1.800
 , ,8.229E-9,0.000,1.800,0.000,1.800
 , ,8.232E-9,0.000,1.800,0.000,1.800
 , ,8.236E-9,0.000,1.800,0.000,1.800
 , ,8.240E-9,0.000,1.800,0.000,1.800
 , ,8.245E-9,0.000,1.800,0.000,1.800
 , ,8.251E-9,0.000,1.800,0.000,1.800
 , ,8.260E-9,0.000,1.800,0.000,1.800
 , ,8.271E-9,0.000,1.800,0.000,1.800
 , ,8.283E-9,0.000,1.800,0.000,1.800
 , ,8.293E-9,0.000,1.800,0.000,1.800
 , ,8.304E-9,0.000,1.800,0.000,1.800
 , ,8.315E-9,0.000,1.800,0.000,1.800
 , ,8.324E-9,0.000,1.800,0.000,1.800
 , ,8.333E-9,0.000,1.800,0.000,1.800
 , ,8.343E-9,0.000,1.800,0.000,1.800
 , ,8.354E-9,0.000,1.800,0.000,1.800
 , ,8.367E-9,0.000,1.800,0.000,1.800
 , ,8.378E-9,0.000,1.800,0.000,1.800
 , ,8.397E-9,0.000,1.800,0.000,1.800
 , ,8.414E-9,0.000,1.800,0.000,1.800
 , ,8.433E-9,0.000,1.800,0.000,1.800
 , ,8.456E-9,0.000,1.800,0.000,1.800
 , ,8.472E-9,0.000,1.800,0.000,1.800
 , ,8.485E-9,0.000,1.800,0.000,1.800
 , ,8.500E-9,0.000,1.800,0.000,1.800
 , ,8.511E-9,0.000,1.800,0.000,1.800
 , ,8.523E-9,0.000,1.800,0.000,1.800
 , ,8.531E-9,0.000,1.800,0.000,1.800
 , ,8.544E-9,0.000,1.800,0.000,1.800
 , ,8.553E-9,0.000,1.800,0.000,1.800
 , ,8.566E-9,0.000,1.800,0.000,1.800
 , ,8.577E-9,0.000,1.800,0.000,1.800
 , ,8.593E-9,0.000,1.800,0.000,1.800
 , ,8.609E-9,0.000,1.800,0.000,1.800
 , ,8.627E-9,0.000,1.800,0.000,1.800
 , ,8.648E-9,0.000,1.800,0.000,1.800
 , ,8.669E-9,0.000,1.800,0.000,1.800
 , ,8.685E-9,0.000,1.800,0.000,1.800
 , ,8.695E-9,0.000,1.800,0.000,1.800
 , ,8.706E-9,0.000,1.800,0.000,1.800
 , ,8.717E-9,0.000,1.800,0.000,1.800
 , ,8.727E-9,0.000,1.800,0.000,1.800
 , ,8.735E-9,0.000,1.800,0.000,1.800
 , ,8.744E-9,0.000,1.800,0.000,1.800
 , ,8.753E-9,0.000,1.800,0.000,1.800
 , ,8.765E-9,0.000,1.800,0.000,1.800
 , ,8.776E-9,0.000,1.800,0.000,1.800
 , ,8.790E-9,0.000,1.800,0.000,1.800
 , ,8.806E-9,0.000,1.800,0.000,1.800
 , ,8.823E-9,0.000,1.800,0.000,1.800
 , ,8.844E-9,0.000,1.800,0.000,1.800
 , ,8.868E-9,0.000,1.800,0.000,1.800
 , ,8.901E-9,0.000,1.800,0.000,1.800
 , ,8.947E-9,0.000,1.800,0.000,1.800
 , ,9.006E-9,0.000,1.800,0.000,1.800
 , ,9.069E-9,0.000,1.800,0.000,1.800
 , ,9.128E-9,0.000,1.800,0.000,1.800
 , ,9.189E-9,0.000,1.800,0.000,1.800
 , ,9.255E-9,0.000,1.800,0.000,1.800
 , ,9.307E-9,0.000,1.800,0.000,1.800
 , ,9.412E-9,0.000,1.800,0.000,1.800
 , ,9.514E-9,0.000,1.800,0.000,1.800
 , ,9.627E-9,0.000,1.800,0.000,1.800
 , ,9.745E-9,0.000,1.800,0.000,1.800
 , ,9.889E-9,0.000,1.800,0.000,1.800
 , ,10.00E-9,0.000,1.800,0.000,1.800
 , ,10.01E-9,132.9E-3,1.800,132.9E-3,1.800
 , ,10.02E-9,340.5E-3,1.800,340.5E-3,1.800
 , ,10.03E-9,480.7E-3,1.800,480.7E-3,1.800
 , ,10.03E-9,570.4E-3,1.800,570.4E-3,1.800
 , ,10.04E-9,702.3E-3,1.800,702.3E-3,1.800
 , ,10.04E-9,797.5E-3,1.800,797.5E-3,1.800
 , ,10.05E-9,876.8E-3,1.800,876.8E-3,1.800
 , ,10.05E-9,966.4E-3,1.800,966.4E-3,1.800
 , ,10.06E-9,1.042,1.800,1.042,1.800
 , ,10.06E-9,1.148,1.800,1.148,1.800
 , ,10.07E-9,1.259,1.800,1.259,1.800
 , ,10.08E-9,1.387,1.800,1.387,1.800
 , ,10.09E-9,1.560,1.800,1.560,1.800
 , ,10.09E-9,1.680,1.800,1.680,1.800
 , ,10.10E-9,1.800,1.800,1.800,1.800
 , ,10.10E-9,1.800,1.758,1.800,1.758
 , ,10.11E-9,1.800,1.697,1.800,1.697
 , ,10.11E-9,1.800,1.640,1.800,1.640
 , ,10.11E-9,1.800,1.560,1.800,1.560
 , ,10.12E-9,1.800,1.462,1.800,1.462
 , ,10.13E-9,1.800,1.347,1.800,1.347
 , ,10.13E-9,1.800,1.238,1.800,1.238
 , ,10.14E-9,1.800,1.116,1.800,1.116
 , ,10.15E-9,1.800,983.6E-3,1.800,983.6E-3
 , ,10.15E-9,1.800,814.3E-3,1.800,814.3E-3
 , ,10.17E-9,1.800,606.5E-3,1.800,606.5E-3
 , ,10.18E-9,1.800,426.6E-3,1.800,426.6E-3
 , ,10.19E-9,1.800,244.8E-3,1.800,244.8E-3
 , ,10.19E-9,1.800,122.4E-3,1.800,122.4E-3
 , ,10.20E-9,1.800,35.97E-15,1.800,35.97E-15
 , ,10.20E-9,1.800,0.000,1.800,0.000
 , ,10.21E-9,1.800,0.000,1.800,0.000
 , ,10.21E-9,1.800,0.000,1.800,0.000
 , ,10.21E-9,1.800,0.000,1.800,0.000
 , ,10.22E-9,1.800,0.000,1.800,0.000
 , ,10.22E-9,1.800,0.000,1.800,0.000
 , ,10.22E-9,1.800,0.000,1.800,0.000
 , ,10.23E-9,1.800,0.000,1.800,0.000
 , ,10.23E-9,1.800,0.000,1.800,0.000
 , ,10.23E-9,1.800,0.000,1.800,0.000
 , ,10.24E-9,1.800,0.000,1.800,0.000
 , ,10.24E-9,1.800,0.000,1.800,0.000
 , ,10.25E-9,1.800,0.000,1.800,0.000
 , ,10.25E-9,1.800,0.000,1.800,0.000
 , ,10.26E-9,1.800,0.000,1.800,0.000
 , ,10.27E-9,1.800,0.000,1.800,0.000
 , ,10.28E-9,1.800,0.000,1.800,0.000
 , ,10.30E-9,1.800,0.000,1.800,0.000
 , ,10.32E-9,1.800,0.000,1.800,0.000
 , ,10.34E-9,1.800,0.000,1.800,0.000
 , ,10.36E-9,1.800,0.000,1.800,0.000
 , ,10.38E-9,1.800,0.000,1.800,0.000
 , ,10.40E-9,1.800,0.000,1.800,0.000
 , ,10.41E-9,1.800,0.000,1.800,0.000
 , ,10.41E-9,1.800,0.000,1.800,0.000
 , ,10.42E-9,1.800,0.000,1.800,0.000
 , ,10.42E-9,1.800,0.000,1.800,0.000
 , ,10.43E-9,1.800,0.000,1.800,0.000
 , ,10.43E-9,1.800,0.000,1.800,0.000
 , ,10.44E-9,1.800,0.000,1.800,0.000
 , ,10.44E-9,1.800,0.000,1.800,0.000
 , ,10.45E-9,1.800,0.000,1.800,0.000
 , ,10.45E-9,1.800,0.000,1.800,0.000
 , ,10.46E-9,1.800,0.000,1.800,0.000
 , ,10.47E-9,1.800,0.000,1.800,0.000
 , ,10.48E-9,1.800,0.000,1.800,0.000
 , ,10.50E-9,1.800,0.000,1.800,0.000
 , ,10.51E-9,1.800,0.000,1.800,0.000
 , ,10.53E-9,1.800,0.000,1.800,0.000
 , ,10.55E-9,1.800,0.000,1.800,0.000
 , ,10.57E-9,1.800,0.000,1.800,0.000
 , ,10.59E-9,1.800,0.000,1.800,0.000
 , ,10.61E-9,1.800,0.000,1.800,0.000
 , ,10.61E-9,1.800,0.000,1.800,0.000
 , ,10.62E-9,1.800,0.000,1.800,0.000
 , ,10.63E-9,1.800,0.000,1.800,0.000
 , ,10.63E-9,1.800,0.000,1.800,0.000
 , ,10.63E-9,1.800,0.000,1.800,0.000
 , ,10.64E-9,1.800,0.000,1.800,0.000
 , ,10.64E-9,1.800,0.000,1.800,0.000
 , ,10.65E-9,1.800,0.000,1.800,0.000
 , ,10.66E-9,1.800,0.000,1.800,0.000
 , ,10.66E-9,1.800,0.000,1.800,0.000
 , ,10.67E-9,1.800,0.000,1.800,0.000
 , ,10.68E-9,1.800,0.000,1.800,0.000
 , ,10.70E-9,1.800,0.000,1.800,0.000
 , ,10.71E-9,1.800,0.000,1.800,0.000
 , ,10.73E-9,1.800,0.000,1.800,0.000
 , ,10.74E-9,1.800,0.000,1.800,0.000
 , ,10.76E-9,1.800,0.000,1.800,0.000
 , ,10.78E-9,1.800,0.000,1.800,0.000
 , ,10.80E-9,1.800,0.000,1.800,0.000
 , ,10.81E-9,1.800,0.000,1.800,0.000
 , ,10.82E-9,1.800,0.000,1.800,0.000
 , ,10.83E-9,1.800,0.000,1.800,0.000
 , ,10.83E-9,1.800,0.000,1.800,0.000
 , ,10.84E-9,1.800,0.000,1.800,0.000
 , ,10.85E-9,1.800,0.000,1.800,0.000
 , ,10.85E-9,1.800,0.000,1.800,0.000
 , ,10.86E-9,1.800,0.000,1.800,0.000
 , ,10.86E-9,1.800,0.000,1.800,0.000
 , ,10.87E-9,1.800,0.000,1.800,0.000
 , ,10.88E-9,1.800,0.000,1.800,0.000
 , ,10.89E-9,1.800,0.000,1.800,0.000
 , ,10.90E-9,1.800,0.000,1.800,0.000
 , ,10.92E-9,1.800,0.000,1.800,0.000
 , ,10.93E-9,1.800,0.000,1.800,0.000
 , ,10.95E-9,1.800,0.000,1.800,0.000
 , ,10.97E-9,1.800,0.000,1.800,0.000
 , ,11.00E-9,1.800,0.000,1.800,0.000
 , ,11.04E-9,1.800,0.000,1.800,0.000
 , ,11.09E-9,1.800,0.000,1.800,0.000
 , ,11.16E-9,1.800,0.000,1.800,0.000
 , ,11.24E-9,1.800,0.000,1.800,0.000
 , ,11.33E-9,1.800,0.000,1.800,0.000
 , ,11.42E-9,1.800,0.000,1.800,0.000
 , ,11.50E-9,1.800,0.000,1.800,0.000
 , ,11.59E-9,1.800,0.000,1.800,0.000
 , ,11.69E-9,1.800,0.000,1.800,0.000
 , ,11.79E-9,1.800,0.000,1.800,0.000
 , ,11.90E-9,1.800,0.000,1.800,0.000
 , ,12.00E-9,1.800,0.000,1.800,0.000
 , ,12.01E-9,1.800,129.3E-3,1.800,129.3E-3
 , ,12.02E-9,1.800,333.2E-3,1.800,333.2E-3
 , ,12.03E-9,1.800,484.9E-3,1.800,484.9E-3
 , ,12.03E-9,1.800,577.9E-3,1.800,577.9E-3
 , ,12.04E-9,1.800,710.5E-3,1.800,710.5E-3
 , ,12.04E-9,1.800,806.4E-3,1.800,806.4E-3
 , ,12.05E-9,1.800,880.0E-3,1.800,880.0E-3
 , ,12.05E-9,1.800,965.2E-3,1.800,965.2E-3
 , ,12.06E-9,1.800,1.041,1.800,1.041
 , ,12.06E-9,1.800,1.150,1.800,1.150
 , ,12.07E-9,1.800,1.261,1.800,1.261
 , ,12.08E-9,1.800,1.391,1.800,1.391
 , ,12.09E-9,1.800,1.564,1.800,1.564
 , ,12.09E-9,1.800,1.682,1.800,1.682
 , ,12.10E-9,1.800,1.800,1.800,1.800
 , ,12.10E-9,1.758,1.800,1.758,1.800
 , ,12.11E-9,1.698,1.800,1.698,1.800
 , ,12.11E-9,1.641,1.800,1.641,1.800
 , ,12.11E-9,1.562,1.800,1.562,1.800
 , ,12.12E-9,1.464,1.800,1.464,1.800
 , ,12.12E-9,1.360,1.800,1.360,1.800
 , ,12.13E-9,1.258,1.800,1.258,1.800
 , ,12.14E-9,1.139,1.800,1.139,1.800
 , ,12.14E-9,1.009,1.800,1.009,1.800
 , ,12.15E-9,854.5E-3,1.800,854.5E-3,1.800
 , ,12.16E-9,673.0E-3,1.800,673.0E-3,1.800
 , ,12.17E-9,461.3E-3,1.800,461.3E-3,1.800
 , ,12.19E-9,258.0E-3,1.800,258.0E-3,1.800
 , ,12.19E-9,129.0E-3,1.800,129.0E-3,1.800
 , ,12.20E-9,35.97E-15,1.800,35.97E-15,1.800
 , ,12.20E-9,0.000,1.800,0.000,1.800
 , ,12.21E-9,0.000,1.800,0.000,1.800
 , ,12.21E-9,0.000,1.800,0.000,1.800
 , ,12.21E-9,0.000,1.800,0.000,1.800
 , ,12.22E-9,0.000,1.800,0.000,1.800
 , ,12.22E-9,0.000,1.800,0.000,1.800
 , ,12.23E-9,0.000,1.800,0.000,1.800
 , ,12.23E-9,0.000,1.800,0.000,1.800
 , ,12.24E-9,0.000,1.800,0.000,1.800
 , ,12.24E-9,0.000,1.800,0.000,1.800
 , ,12.25E-9,0.000,1.800,0.000,1.800
 , ,12.25E-9,0.000,1.800,0.000,1.800
 , ,12.26E-9,0.000,1.800,0.000,1.800
 , ,12.27E-9,0.000,1.800,0.000,1.800
 , ,12.28E-9,0.000,1.800,0.000,1.800
 , ,12.29E-9,0.000,1.800,0.000,1.800
 , ,12.30E-9,0.000,1.800,0.000,1.800
 , ,12.32E-9,0.000,1.800,0.000,1.800
 , ,12.32E-9,0.000,1.800,0.000,1.800
 , ,12.33E-9,0.000,1.800,0.000,1.800
 , ,12.34E-9,0.000,1.800,0.000,1.800
 , ,12.35E-9,0.000,1.800,0.000,1.800
 , ,12.37E-9,0.000,1.800,0.000,1.800
 , ,12.38E-9,0.000,1.800,0.000,1.800
 , ,12.40E-9,0.000,1.800,0.000,1.800
 , ,12.41E-9,0.000,1.800,0.000,1.800
 , ,12.43E-9,0.000,1.800,0.000,1.800
 , ,12.46E-9,0.000,1.800,0.000,1.800
 , ,12.47E-9,0.000,1.800,0.000,1.800
 , ,12.48E-9,0.000,1.800,0.000,1.800
 , ,12.50E-9,0.000,1.800,0.000,1.800
 , ,12.51E-9,0.000,1.800,0.000,1.800
 , ,12.52E-9,0.000,1.800,0.000,1.800
 , ,12.53E-9,0.000,1.800,0.000,1.800
 , ,12.54E-9,0.000,1.800,0.000,1.800
 , ,12.55E-9,0.000,1.800,0.000,1.800
 , ,12.57E-9,0.000,1.800,0.000,1.800
 , ,12.58E-9,0.000,1.800,0.000,1.800
 , ,12.59E-9,0.000,1.800,0.000,1.800
 , ,12.61E-9,0.000,1.800,0.000,1.800
 , ,12.63E-9,0.000,1.800,0.000,1.800
 , ,12.65E-9,0.000,1.800,0.000,1.800
 , ,12.67E-9,0.000,1.800,0.000,1.800
 , ,12.68E-9,0.000,1.800,0.000,1.800
 , ,12.70E-9,0.000,1.800,0.000,1.800
 , ,12.71E-9,0.000,1.800,0.000,1.800
 , ,12.72E-9,0.000,1.800,0.000,1.800
 , ,12.73E-9,0.000,1.800,0.000,1.800
 , ,12.74E-9,0.000,1.800,0.000,1.800
 , ,12.74E-9,0.000,1.800,0.000,1.800
 , ,12.75E-9,0.000,1.800,0.000,1.800
 , ,12.77E-9,0.000,1.800,0.000,1.800
 , ,12.78E-9,0.000,1.800,0.000,1.800
 , ,12.79E-9,0.000,1.800,0.000,1.800
 , ,12.81E-9,0.000,1.800,0.000,1.800
 , ,12.82E-9,0.000,1.800,0.000,1.800
 , ,12.84E-9,0.000,1.800,0.000,1.800
 , ,12.87E-9,0.000,1.800,0.000,1.800
 , ,12.90E-9,0.000,1.800,0.000,1.800
 , ,12.95E-9,0.000,1.800,0.000,1.800
 , ,13.01E-9,0.000,1.800,0.000,1.800
 , ,13.07E-9,0.000,1.800,0.000,1.800
 , ,13.13E-9,0.000,1.800,0.000,1.800
 , ,13.19E-9,0.000,1.800,0.000,1.800
 , ,13.25E-9,0.000,1.800,0.000,1.800
 , ,13.31E-9,0.000,1.800,0.000,1.800
 , ,13.41E-9,0.000,1.800,0.000,1.800
 , ,13.51E-9,0.000,1.800,0.000,1.800
 , ,13.63E-9,0.000,1.800,0.000,1.800
 , ,13.75E-9,0.000,1.800,0.000,1.800
 , ,13.89E-9,0.000,1.800,0.000,1.800
 , ,14.00E-9,0.000,1.800,0.000,1.800
 , ,14.01E-9,132.8E-3,1.800,132.8E-3,1.800
 , ,14.02E-9,340.4E-3,1.800,340.4E-3,1.800
 , ,14.03E-9,480.7E-3,1.800,480.7E-3,1.800
 , ,14.03E-9,570.4E-3,1.800,570.4E-3,1.800
 , ,14.04E-9,702.4E-3,1.800,702.4E-3,1.800
 , ,14.04E-9,797.6E-3,1.800,797.6E-3,1.800
 , ,14.05E-9,876.8E-3,1.800,876.8E-3,1.800
 , ,14.05E-9,966.3E-3,1.800,966.3E-3,1.800
 , ,14.06E-9,1.042,1.800,1.042,1.800
 , ,14.06E-9,1.148,1.800,1.148,1.800
 , ,14.07E-9,1.259,1.800,1.259,1.800
 , ,14.08E-9,1.387,1.800,1.387,1.800
 , ,14.09E-9,1.560,1.800,1.560,1.800
 , ,14.09E-9,1.680,1.800,1.680,1.800
 , ,14.10E-9,1.800,1.800,1.800,1.800
 , ,14.10E-9,1.800,1.758,1.800,1.758
 , ,14.11E-9,1.800,1.697,1.800,1.697
 , ,14.11E-9,1.800,1.640,1.800,1.640
 , ,14.11E-9,1.800,1.560,1.800,1.560
 , ,14.12E-9,1.800,1.462,1.800,1.462
 , ,14.13E-9,1.800,1.347,1.800,1.347
 , ,14.13E-9,1.800,1.238,1.800,1.238
 , ,14.14E-9,1.800,1.116,1.800,1.116
 , ,14.15E-9,1.800,983.6E-3,1.800,983.6E-3
 , ,14.15E-9,1.800,814.3E-3,1.800,814.3E-3
 , ,14.17E-9,1.800,606.5E-3,1.800,606.5E-3
 , ,14.18E-9,1.800,426.6E-3,1.800,426.6E-3
 , ,14.19E-9,1.800,244.8E-3,1.800,244.8E-3
 , ,14.19E-9,1.800,122.4E-3,1.800,122.4E-3
 , ,14.20E-9,1.800,35.97E-15,1.800,35.97E-15
 , ,14.20E-9,1.800,0.000,1.800,0.000
 , ,14.21E-9,1.800,0.000,1.800,0.000
 , ,14.21E-9,1.800,0.000,1.800,0.000
 , ,14.21E-9,1.800,0.000,1.800,0.000
 , ,14.22E-9,1.800,0.000,1.800,0.000
 , ,14.22E-9,1.800,0.000,1.800,0.000
 , ,14.22E-9,1.800,0.000,1.800,0.000
 , ,14.23E-9,1.800,0.000,1.800,0.000
 , ,14.23E-9,1.800,0.000,1.800,0.000
 , ,14.23E-9,1.800,0.000,1.800,0.000
 , ,14.24E-9,1.800,0.000,1.800,0.000
 , ,14.24E-9,1.800,0.000,1.800,0.000
 , ,14.25E-9,1.800,0.000,1.800,0.000
 , ,14.25E-9,1.800,0.000,1.800,0.000
 , ,14.26E-9,1.800,0.000,1.800,0.000
 , ,14.27E-9,1.800,0.000,1.800,0.000
 , ,14.28E-9,1.800,0.000,1.800,0.000
 , ,14.30E-9,1.800,0.000,1.800,0.000
 , ,14.32E-9,1.800,0.000,1.800,0.000
 , ,14.34E-9,1.800,0.000,1.800,0.000
 , ,14.36E-9,1.800,0.000,1.800,0.000
 , ,14.38E-9,1.800,0.000,1.800,0.000
 , ,14.40E-9,1.800,0.000,1.800,0.000
 , ,14.41E-9,1.800,0.000,1.800,0.000
 , ,14.41E-9,1.800,0.000,1.800,0.000
 , ,14.42E-9,1.800,0.000,1.800,0.000
 , ,14.42E-9,1.800,0.000,1.800,0.000
 , ,14.43E-9,1.800,0.000,1.800,0.000
 , ,14.43E-9,1.800,0.000,1.800,0.000
 , ,14.44E-9,1.800,0.000,1.800,0.000
 , ,14.44E-9,1.800,0.000,1.800,0.000
 , ,14.45E-9,1.800,0.000,1.800,0.000
 , ,14.45E-9,1.800,0.000,1.800,0.000
 , ,14.46E-9,1.800,0.000,1.800,0.000
 , ,14.47E-9,1.800,0.000,1.800,0.000
 , ,14.48E-9,1.800,0.000,1.800,0.000
 , ,14.50E-9,1.800,0.000,1.800,0.000
 , ,14.51E-9,1.800,0.000,1.800,0.000
 , ,14.53E-9,1.800,0.000,1.800,0.000
 , ,14.55E-9,1.800,0.000,1.800,0.000
 , ,14.57E-9,1.800,0.000,1.800,0.000
 , ,14.59E-9,1.800,0.000,1.800,0.000
 , ,14.61E-9,1.800,0.000,1.800,0.000
 , ,14.61E-9,1.800,0.000,1.800,0.000
 , ,14.62E-9,1.800,0.000,1.800,0.000
 , ,14.63E-9,1.800,0.000,1.800,0.000
 , ,14.63E-9,1.800,0.000,1.800,0.000
 , ,14.63E-9,1.800,0.000,1.800,0.000
 , ,14.64E-9,1.800,0.000,1.800,0.000
 , ,14.64E-9,1.800,0.000,1.800,0.000
 , ,14.65E-9,1.800,0.000,1.800,0.000
 , ,14.66E-9,1.800,0.000,1.800,0.000
 , ,14.66E-9,1.800,0.000,1.800,0.000
 , ,14.67E-9,1.800,0.000,1.800,0.000
 , ,14.68E-9,1.800,0.000,1.800,0.000
 , ,14.70E-9,1.800,0.000,1.800,0.000
 , ,14.71E-9,1.800,0.000,1.800,0.000
 , ,14.73E-9,1.800,0.000,1.800,0.000
 , ,14.74E-9,1.800,0.000,1.800,0.000
 , ,14.76E-9,1.800,0.000,1.800,0.000
 , ,14.78E-9,1.800,0.000,1.800,0.000
 , ,14.80E-9,1.800,0.000,1.800,0.000
 , ,14.81E-9,1.800,0.000,1.800,0.000
 , ,14.82E-9,1.800,0.000,1.800,0.000
 , ,14.83E-9,1.800,0.000,1.800,0.000
 , ,14.83E-9,1.800,0.000,1.800,0.000
 , ,14.84E-9,1.800,0.000,1.800,0.000
 , ,14.85E-9,1.800,0.000,1.800,0.000
 , ,14.85E-9,1.800,0.000,1.800,0.000
 , ,14.86E-9,1.800,0.000,1.800,0.000
 , ,14.86E-9,1.800,0.000,1.800,0.000
 , ,14.87E-9,1.800,0.000,1.800,0.000
 , ,14.88E-9,1.800,0.000,1.800,0.000
 , ,14.89E-9,1.800,0.000,1.800,0.000
 , ,14.90E-9,1.800,0.000,1.800,0.000
 , ,14.92E-9,1.800,0.000,1.800,0.000
 , ,14.93E-9,1.800,0.000,1.800,0.000
 , ,14.95E-9,1.800,0.000,1.800,0.000
 , ,14.97E-9,1.800,0.000,1.800,0.000
 , ,15.00E-9,1.800,0.000,1.800,0.000
 , ,15.04E-9,1.800,0.000,1.800,0.000
 , ,15.09E-9,1.800,0.000,1.800,0.000
 , ,15.16E-9,1.800,0.000,1.800,0.000
 , ,15.24E-9,1.800,0.000,1.800,0.000
 , ,15.33E-9,1.800,0.000,1.800,0.000
 , ,15.42E-9,1.800,0.000,1.800,0.000
 , ,15.50E-9,1.800,0.000,1.800,0.000
 , ,15.59E-9,1.800,0.000,1.800,0.000
 , ,15.69E-9,1.800,0.000,1.800,0.000
 , ,15.79E-9,1.800,0.000,1.800,0.000
 , ,15.90E-9,1.800,0.000,1.800,0.000
 , ,16.00E-9,1.800,0.000,1.800,0.000
 , ,16.01E-9,1.800,129.3E-3,1.800,129.3E-3
 , ,16.02E-9,1.800,333.2E-3,1.800,333.2E-3
 , ,16.03E-9,1.800,484.9E-3,1.800,484.9E-3
 , ,16.03E-9,1.800,577.9E-3,1.800,577.9E-3
 , ,16.04E-9,1.800,710.5E-3,1.800,710.5E-3
 , ,16.04E-9,1.800,806.4E-3,1.800,806.4E-3
 , ,16.05E-9,1.800,880.0E-3,1.800,880.0E-3
 , ,16.05E-9,1.800,965.2E-3,1.800,965.2E-3
 , ,16.06E-9,1.800,1.041,1.800,1.041
 , ,16.06E-9,1.800,1.150,1.800,1.150
 , ,16.07E-9,1.800,1.261,1.800,1.261
 , ,16.08E-9,1.800,1.391,1.800,1.391
 , ,16.09E-9,1.800,1.564,1.800,1.564
 , ,16.09E-9,1.800,1.682,1.800,1.682
 , ,16.10E-9,1.800,1.800,1.800,1.800
 , ,16.10E-9,1.758,1.800,1.758,1.800
 , ,16.11E-9,1.698,1.800,1.698,1.800
 , ,16.11E-9,1.641,1.800,1.641,1.800
 , ,16.11E-9,1.562,1.800,1.562,1.800
 , ,16.12E-9,1.464,1.800,1.464,1.800
 , ,16.12E-9,1.360,1.800,1.360,1.800
 , ,16.13E-9,1.258,1.800,1.258,1.800
 , ,16.14E-9,1.139,1.800,1.139,1.800
 , ,16.14E-9,1.009,1.800,1.009,1.800
 , ,16.15E-9,854.5E-3,1.800,854.5E-3,1.800
 , ,16.16E-9,673.0E-3,1.800,673.0E-3,1.800
 , ,16.17E-9,461.3E-3,1.800,461.3E-3,1.800
 , ,16.19E-9,258.0E-3,1.800,258.0E-3,1.800
 , ,16.19E-9,129.0E-3,1.800,129.0E-3,1.800
 , ,16.20E-9,0.000,1.800,0.000,1.800
 , ,16.20E-9,0.000,1.800,0.000,1.800
 , ,16.21E-9,0.000,1.800,0.000,1.800
 , ,16.21E-9,0.000,1.800,0.000,1.800
 , ,16.21E-9,0.000,1.800,0.000,1.800
 , ,16.22E-9,0.000,1.800,0.000,1.800
 , ,16.22E-9,0.000,1.800,0.000,1.800
 , ,16.23E-9,0.000,1.800,0.000,1.800
 , ,16.23E-9,0.000,1.800,0.000,1.800
 , ,16.24E-9,0.000,1.800,0.000,1.800
 , ,16.24E-9,0.000,1.800,0.000,1.800
 , ,16.25E-9,0.000,1.800,0.000,1.800
 , ,16.25E-9,0.000,1.800,0.000,1.800
 , ,16.26E-9,0.000,1.800,0.000,1.800
 , ,16.27E-9,0.000,1.800,0.000,1.800
 , ,16.28E-9,0.000,1.800,0.000,1.800
 , ,16.29E-9,0.000,1.800,0.000,1.800
 , ,16.30E-9,0.000,1.800,0.000,1.800
 , ,16.32E-9,0.000,1.800,0.000,1.800
 , ,16.32E-9,0.000,1.800,0.000,1.800
 , ,16.33E-9,0.000,1.800,0.000,1.800
 , ,16.34E-9,0.000,1.800,0.000,1.800
 , ,16.35E-9,0.000,1.800,0.000,1.800
 , ,16.37E-9,0.000,1.800,0.000,1.800
 , ,16.38E-9,0.000,1.800,0.000,1.800
 , ,16.40E-9,0.000,1.800,0.000,1.800
 , ,16.41E-9,0.000,1.800,0.000,1.800
 , ,16.43E-9,0.000,1.800,0.000,1.800
 , ,16.46E-9,0.000,1.800,0.000,1.800
 , ,16.47E-9,0.000,1.800,0.000,1.800
 , ,16.48E-9,0.000,1.800,0.000,1.800
 , ,16.50E-9,0.000,1.800,0.000,1.800
 , ,16.51E-9,0.000,1.800,0.000,1.800
 , ,16.52E-9,0.000,1.800,0.000,1.800
 , ,16.53E-9,0.000,1.800,0.000,1.800
 , ,16.54E-9,0.000,1.800,0.000,1.800
 , ,16.55E-9,0.000,1.800,0.000,1.800
 , ,16.57E-9,0.000,1.800,0.000,1.800
 , ,16.58E-9,0.000,1.800,0.000,1.800
 , ,16.59E-9,0.000,1.800,0.000,1.800
 , ,16.61E-9,0.000,1.800,0.000,1.800
 , ,16.63E-9,0.000,1.800,0.000,1.800
 , ,16.65E-9,0.000,1.800,0.000,1.800
 , ,16.67E-9,0.000,1.800,0.000,1.800
 , ,16.68E-9,0.000,1.800,0.000,1.800
 , ,16.70E-9,0.000,1.800,0.000,1.800
 , ,16.71E-9,0.000,1.800,0.000,1.800
 , ,16.72E-9,0.000,1.800,0.000,1.800
 , ,16.73E-9,0.000,1.800,0.000,1.800
 , ,16.74E-9,0.000,1.800,0.000,1.800
 , ,16.74E-9,0.000,1.800,0.000,1.800
 , ,16.75E-9,0.000,1.800,0.000,1.800
 , ,16.77E-9,0.000,1.800,0.000,1.800
 , ,16.78E-9,0.000,1.800,0.000,1.800
 , ,16.79E-9,0.000,1.800,0.000,1.800
 , ,16.81E-9,0.000,1.800,0.000,1.800
 , ,16.82E-9,0.000,1.800,0.000,1.800
